Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.31831E-01   15.424       4.0000       4000.0       1.1690       1.7645       338.00      0.50000      0.90660       72.556       2.1643      0.32012    
  2  0.47746E-01   15.424       6.0000       4000.0       1.1690       1.7645       338.00      0.50000      0.90913       65.405       2.1704      0.43165    
  3  0.63662E-01   15.424       8.0000       4000.0       1.1690       1.7645       338.00      0.50000      0.91011       59.145       2.1727      0.51989    
  4  0.79577E-01   15.424       10.000       4000.0       1.1690       1.7645       338.00      0.50000      0.90734       53.509       2.1661      0.58974    
  5  0.95493E-01   15.424       12.000       4000.0       1.1690       1.7645       338.00      0.50000      0.89861       48.297       2.1453      0.64496    
  6  0.11141       15.424       14.000       4000.0       1.1690       1.7645       338.00      0.50000      0.88270       43.396       2.1073      0.68827    
  7  0.12732       15.424       16.000       4000.0       1.1690       1.7645       338.00      0.50000      0.85901       38.739       2.0507      0.72155    
  8  0.14324       15.424       18.000       4000.0       1.1690       1.7645       338.00      0.50000      0.82668       34.262       1.9736      0.74600    
  9  0.15915       15.424       20.000       4000.0       1.1690       1.7645       338.00      0.50000      0.78471       29.906       1.8734      0.76223    
 10  0.17507       15.424       22.000       4000.0       1.1690       1.7645       338.00      0.50000      0.73200       25.624       1.7475      0.77011    
 11  0.19099       15.424       24.000       4000.0       1.1690       1.7645       338.00      0.50000      0.66752       21.374       1.5936      0.76849    
 12  0.20690       15.424       26.000       4000.0       1.1690       1.7645       338.00      0.50000      0.59030       17.129       1.4092      0.75444    
 13  0.22282       15.424       28.000       4000.0       1.1690       1.7645       338.00      0.50000      0.49947       12.865       1.1924      0.72118    
 14  0.23873       15.424       30.000       4000.0       1.1690       1.7645       338.00      0.50000      0.39425       8.5662      0.94121      0.65183    
