Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.47746       26.833       27.000       1800.0       1.1690       1.7645       338.00      0.50000      0.25484       6.2603       1.3519      0.66328    
  2  0.42972       26.833       27.000       2000.0       1.1690       1.7645       338.00      0.50000      0.62657       18.450       2.9916      0.79505    
  3  0.39065       26.833       27.000       2200.0       1.1690       1.7645       338.00      0.50000       1.0865       32.734       4.7162      0.81343    
  4  0.35810       26.833       27.000       2400.0       1.1690       1.7645       338.00      0.50000       1.6435       49.200       6.5393      0.80826    
  5  0.33055       26.833       27.000       2600.0       1.1690       1.7645       338.00      0.50000       2.3067       67.930       8.4721      0.79512    
  6  0.30694       26.833       27.000       2800.0       1.1690       1.7645       338.00      0.50000       3.0855       88.998       10.523      0.77878    
  7  0.28648       26.833       27.000       3000.0       1.1690       1.7645       338.00      0.50000       3.9897       112.47       12.700      0.76114    
  8  0.26857       26.833       27.000       3200.0       1.1690       1.7645       338.00      0.50000       5.0291       138.41       15.008      0.74309    
  9  0.25278       26.833       27.000       3400.0       1.1690       1.7645       338.00      0.50000       6.2138       166.87       17.452      0.72509    
 10  0.23873       26.833       27.000       3600.0       1.1690       1.7645       338.00      0.50000       7.5544       197.92       20.039      0.70737    
 11  0.22617       26.833       27.000       3800.0       1.1690       1.7645       338.00      0.50000       9.0613       231.59       22.771      0.69007    
 12  0.21486       26.833       27.000       4000.0       1.1690       1.7645       338.00      0.50000       10.745       267.94       25.653      0.67325    
 13  0.20463       26.833       27.000       4200.0       1.1690       1.7645       338.00      0.50000       12.618       307.02       28.689      0.65696    
 14  0.19533       26.833       27.000       4400.0       1.1690       1.7645       338.00      0.50000       14.691       348.89       31.884      0.64121    
 15  0.18683       26.833       27.000       4600.0       1.1690       1.7645       338.00      0.50000       16.976       393.58       35.241      0.62599    
 16  0.17905       26.833       27.000       4800.0       1.1690       1.7645       338.00      0.50000       19.485       441.16       38.764      0.61130    
 17  0.17189       26.833       27.000       5000.0       1.1690       1.7645       338.00      0.50000       22.232       491.67       42.459      0.59713    
 18  0.16528       26.833       27.000       5200.0       1.1690       1.7645       338.00      0.50000       25.229       545.18       46.330      0.58346    
 19  0.15915       26.833       27.000       5400.0       1.1690       1.7645       338.00      0.50000       28.490       601.74       50.382      0.57027    
 20  0.15347       26.833       27.000       5600.0       1.1690       1.7645       338.00      0.50000       32.031       661.41       54.620      0.55753    
 21  0.14818       26.833       27.000       5800.0       1.1690       1.7645       338.00      0.50000       35.866       724.27       59.051      0.54524    
 22  0.14324       26.833       27.000       6000.0       1.1690       1.7645       338.00      0.50000       40.011       790.38       63.680      0.53336    
