Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.15915E-01   29.634       1.0000       2000.0       1.1690       1.7645       338.00      0.50000       1.3642       121.93       6.5136      0.89377E-01
  2  0.14469E-01   29.634       1.0000       2200.0       1.1690       1.7645       338.00      0.50000       1.8157       148.51       7.8813      0.81791E-01
  3  0.13263E-01   29.634       1.0000       2400.0       1.1690       1.7645       338.00      0.50000       2.3581       177.77       9.3825      0.75386E-01
  4  0.12243E-01   29.634       1.0000       2600.0       1.1690       1.7645       338.00      0.50000       3.0001       209.72       11.019      0.69905E-01
  5  0.11368E-01   29.634       1.0000       2800.0       1.1690       1.7645       338.00      0.50000       3.7505       244.38       12.791      0.65160E-01
  6  0.10610E-01   29.634       1.0000       3000.0       1.1690       1.7645       338.00      0.50000       4.6186       281.79       14.702      0.61012E-01
  7  0.99472E-02   29.634       1.0000       3200.0       1.1690       1.7645       338.00      0.50000       5.6136       321.96       16.752      0.57353E-01
  8  0.93621E-02   29.634       1.0000       3400.0       1.1690       1.7645       338.00      0.50000       6.7450       364.92       18.944      0.54102E-01
  9  0.88419E-02   29.634       1.0000       3600.0       1.1690       1.7645       338.00      0.50000       8.0195       410.75       21.272      0.51219E-01
 10  0.83766E-02   29.634       1.0000       3800.0       1.1690       1.7645       338.00      0.50000       9.4525       459.39       23.754      0.48600E-01
 11  0.79577E-02   29.634       1.0000       4000.0       1.1690       1.7645       338.00      0.50000       11.052       510.91       26.384      0.46228E-01
 12  0.75788E-02   29.634       1.0000       4200.0       1.1690       1.7645       338.00      0.50000       12.825       565.19       29.160      0.44069E-01
 13  0.72343E-02   29.634       1.0000       4400.0       1.1690       1.7645       338.00      0.50000       14.789       622.59       32.097      0.42098E-01
 14  0.69198E-02   29.634       1.0000       4600.0       1.1690       1.7645       338.00      0.50000       16.952       683.00       35.192      0.40289E-01
 15  0.66315E-02   29.634       1.0000       4800.0       1.1690       1.7645       338.00      0.50000       19.327       746.47       38.450      0.38623E-01
 16  0.63662E-02   29.634       1.0000       5000.0       1.1690       1.7645       338.00      0.50000       21.925       813.05       41.874      0.37083E-01
 17  0.61213E-02   29.634       1.0000       5200.0       1.1690       1.7645       338.00      0.50000       24.760       882.80       45.470      0.35654E-01
 18  0.58946E-02   29.634       1.0000       5400.0       1.1690       1.7645       338.00      0.50000       27.845       955.79       49.240      0.34326E-01
 19  0.56841E-02   29.634       1.0000       5600.0       1.1690       1.7645       338.00      0.50000       31.194       1032.1       53.192      0.33086E-01
 20  0.54881E-02   29.634       1.0000       5800.0       1.1690       1.7645       338.00      0.50000       34.821       1111.7       57.331      0.31927E-01
 21  0.53052E-02   29.634       1.0000       6000.0       1.1690       1.7645       338.00      0.50000       38.744       1194.8       61.662      0.30840E-01
 22  0.51340E-02   29.634       1.0000       6200.0       1.1690       1.7645       338.00      0.50000       42.979       1281.5       66.197      0.29817E-01
 23  0.49736E-02   29.634       1.0000       6400.0       1.1690       1.7645       338.00      0.50000       47.553       1371.8       70.952      0.28847E-01
 24  0.48229E-02   29.634       1.0000       6600.0       1.1690       1.7645       338.00      0.50000       52.496       1465.7       75.955      0.27921E-01
 25  0.46810E-02   29.634       1.0000       6800.0       1.1690       1.7645       338.00      0.50000       57.854       1563.5       81.245      0.27024E-01
 26  0.45473E-02   29.634       1.0000       7000.0       1.1690       1.7645       338.00      0.50000       63.680       1665.0       86.872      0.26146E-01
