Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.47746       19.764       27.000       1800.0       1.1690       1.7645       338.00      0.50000     -0.16999      -8.0561     -0.90180       1.2796    
  2  0.42972       19.764       27.000       2000.0       1.1690       1.7645       338.00      0.50000     -0.18694      -8.6414     -0.89258       1.2481    
  3  0.39065       19.764       27.000       2200.0       1.1690       1.7645       338.00      0.50000     -0.16183      -7.8503     -0.70244       1.3098    
  4  0.35810       19.764       27.000       2400.0       1.1690       1.7645       338.00      0.50000     -0.88928E-01  -5.3771     -0.35383       1.6326    
  5  0.33055       19.764       27.000       2600.0       1.1690       1.7645       338.00      0.50000      0.12202E-01  -1.9802      0.44814E-01  -4.3818    
  6  0.30694       19.764       27.000       2800.0       1.1690       1.7645       338.00      0.50000      0.13389       2.0144      0.45663      0.40621    
  7  0.28648       19.764       27.000       3000.0       1.1690       1.7645       338.00      0.50000      0.27567       6.5619      0.87749      0.64269    
  8  0.26857       19.764       27.000       3200.0       1.1690       1.7645       338.00      0.50000      0.43838       11.666       1.3082      0.71852    
  9  0.25278       19.764       27.000       3400.0       1.1690       1.7645       338.00      0.50000      0.62321       17.342       1.7504      0.75132    
 10  0.23873       19.764       27.000       3600.0       1.1690       1.7645       338.00      0.50000      0.83152       23.607       2.2057      0.76654    
 11  0.22617       19.764       27.000       3800.0       1.1690       1.7645       338.00      0.50000       1.0647       30.480       2.6756      0.77294    
 12  0.21486       19.764       27.000       4000.0       1.1690       1.7645       338.00      0.50000       1.3244       37.981       3.1617      0.77433    
 13  0.20463       19.764       27.000       4200.0       1.1690       1.7645       338.00      0.50000       1.6120       46.130       3.6652      0.77262    
 14  0.19533       19.764       27.000       4400.0       1.1690       1.7645       338.00      0.50000       1.9295       54.946       4.1875      0.76890    
 15  0.18683       19.764       27.000       4600.0       1.1690       1.7645       338.00      0.50000       2.2784       64.453       4.7298      0.76380    
 16  0.17905       19.764       27.000       4800.0       1.1690       1.7645       338.00      0.50000       2.6607       74.671       5.2933      0.75774    
 17  0.17189       19.764       27.000       5000.0       1.1690       1.7645       338.00      0.50000       3.0784       85.632       5.8792      0.75107    
 18  0.16528       19.764       27.000       5200.0       1.1690       1.7645       338.00      0.50000       3.5335       97.335       6.4889      0.74376    
 19  0.15915       19.764       27.000       5400.0       1.1690       1.7645       338.00      0.50000       4.0282       109.83       7.1234      0.73616    
 20  0.15347       19.764       27.000       5600.0       1.1690       1.7645       338.00      0.50000       4.5648       123.13       7.7840      0.72830    
 21  0.14818       19.764       27.000       5800.0       1.1690       1.7645       338.00      0.50000       5.1457       137.26       8.4720      0.72024    
 22  0.14324       19.764       27.000       6000.0       1.1690       1.7645       338.00      0.50000       5.7736       152.26       9.1889      0.71206    
 23  0.13862       19.764       27.000       6200.0       1.1690       1.7645       338.00      0.50000       6.4511       168.15       9.9361      0.70378    
 24  0.13429       19.764       27.000       6400.0       1.1690       1.7645       338.00      0.50000       7.1813       184.97       10.715      0.69545    
 25  0.13022       19.764       27.000       6600.0       1.1690       1.7645       338.00      0.50000       7.9674       202.75       11.528      0.68707    
 26  0.12639       19.764       27.000       6800.0       1.1690       1.7645       338.00      0.50000       8.8144       221.52       12.378      0.67854    
 27  0.12278       19.764       27.000       7000.0       1.1690       1.7645       338.00      0.50000       9.7306       241.32       13.274      0.66959    
