Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.47746       27.390       27.000       1800.0       1.1690       1.7645       338.00      0.50000      0.11409       1.6746      0.60529      0.39628    
  2  0.42972       27.390       27.000       2000.0       1.1690       1.7645       338.00      0.50000      0.40037       10.978       1.9116      0.74029    
  3  0.39065       27.390       27.000       2200.0       1.1690       1.7645       338.00      0.50000      0.75308       21.920       3.2688      0.78588    
  4  0.35810       27.390       27.000       2400.0       1.1690       1.7645       338.00      0.50000       1.1783       34.572       4.6884      0.79219    
  5  0.33055       27.390       27.000       2600.0       1.1690       1.7645       338.00      0.50000       1.6826       49.005       6.1800      0.78635    
  6  0.30694       27.390       27.000       2800.0       1.1690       1.7645       338.00      0.50000       2.2729       65.288       7.7518      0.77555    
  7  0.28648       27.390       27.000       3000.0       1.1690       1.7645       338.00      0.50000       2.9563       83.484       9.4103      0.76246    
  8  0.26857       27.390       27.000       3200.0       1.1690       1.7645       338.00      0.50000       3.7402       103.65       11.161      0.74827    
  9  0.25278       27.390       27.000       3400.0       1.1690       1.7645       338.00      0.50000       4.6321       125.85       13.010      0.73360    
 10  0.23873       27.390       27.000       3600.0       1.1690       1.7645       338.00      0.50000       5.6397       150.14       14.960      0.71879    
 11  0.22617       27.390       27.000       3800.0       1.1690       1.7645       338.00      0.50000       6.7712       176.56       17.016      0.70404    
 12  0.21486       27.390       27.000       4000.0       1.1690       1.7645       338.00      0.50000       8.0347       205.17       19.181      0.68947    
 13  0.20463       27.390       27.000       4200.0       1.1690       1.7645       338.00      0.50000       9.4388       236.02       21.460      0.67516    
 14  0.19533       27.390       27.000       4400.0       1.1690       1.7645       338.00      0.50000       10.992       269.16       23.856      0.66114    
 15  0.18683       27.390       27.000       4600.0       1.1690       1.7645       338.00      0.50000       12.704       304.64       26.373      0.64745    
 16  0.17905       27.390       27.000       4800.0       1.1690       1.7645       338.00      0.50000       14.584       342.51       29.013      0.63411    
 17  0.17189       27.390       27.000       5000.0       1.1690       1.7645       338.00      0.50000       16.641       382.81       31.782      0.62111    
 18  0.16528       27.390       27.000       5200.0       1.1690       1.7645       338.00      0.50000       18.887       425.62       34.683      0.60847    
 19  0.15915       27.390       27.000       5400.0       1.1690       1.7645       338.00      0.50000       21.331       470.99       37.721      0.59616    
 20  0.15347       27.390       27.000       5600.0       1.1690       1.7645       338.00      0.50000       23.985       518.97       40.900      0.58420    
 21  0.14818       27.390       27.000       5800.0       1.1690       1.7645       338.00      0.50000       26.861       569.63       44.225      0.57257    
 22  0.14324       27.390       27.000       6000.0       1.1690       1.7645       338.00      0.50000       29.972       623.04       47.702      0.56126    
 23  0.13862       27.390       27.000       6200.0       1.1690       1.7645       338.00      0.50000       33.330       679.27       51.336      0.55026    
 24  0.13429       27.390       27.000       6400.0       1.1690       1.7645       338.00      0.50000       36.952       738.41       55.135      0.53954    
 25  0.13022       27.390       27.000       6600.0       1.1690       1.7645       338.00      0.50000       40.860       800.52       59.118      0.52898    
 26  0.12639       27.390       27.000       6800.0       1.1690       1.7645       338.00      0.50000       45.084       865.67       63.312      0.51843    
 27  0.12278       27.390       27.000       7000.0       1.1690       1.7645       338.00      0.50000       49.667       933.93       67.755      0.50770    
 28  0.11937       27.390       27.000       7200.0       1.1690       1.7645       338.00      0.50000       54.663       1005.3       72.500      0.49657    
 29  0.11614       27.390       27.000       7400.0       1.1690       1.7645       338.00      0.50000       60.142       1080.0       77.609      0.48485    
 30  0.11308       27.390       27.000       7600.0       1.1690       1.7645       338.00      0.50000       66.189       1157.9       83.165      0.47232    
 31  0.11018       27.390       27.000       7800.0       1.1690       1.7645       338.00      0.50000       72.913       1239.0       89.265      0.45882    
 32  0.10743       27.390       27.000       8000.0       1.1690       1.7645       338.00      0.50000       80.445       1323.5       96.024      0.44420    
 33  0.10481       27.390       27.000       8200.0       1.1690       1.7645       338.00      0.50000       88.888       1410.8       103.51      0.42853    
 34  0.10231       27.390       27.000       8400.0       1.1690       1.7645       338.00      0.50000       98.205       1499.7       111.64      0.41231    
 35  0.99934E-01   27.390       27.000       8600.0       1.1690       1.7645       338.00      0.50000       107.93       1586.7       119.84      0.39694    
 36  0.97663E-01   27.390       27.000       8800.0       1.1690       1.7645       338.00      0.50000       117.70       1669.7       127.72      0.38302    
 37  0.95493E-01   27.390       27.000       9000.0       1.1690       1.7645       338.00      0.50000       127.48       1748.2       135.26      0.37026    
