Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.50000E-01   22.404       27.000       14733.       1.1690       1.7645       338.00      0.50000       444.42       2292.2       288.05      0.13925    
  2  0.75000E-01   22.404       27.000       9822.1       1.1690       1.7645       338.00      0.50000       114.98       1228.7       111.79      0.28851    
  3  0.10000       22.404       27.000       7366.6       1.1690       1.7645       338.00      0.50000       44.263       809.61       57.379      0.49385    
  4  0.12500       22.404       27.000       5893.3       1.1690       1.7645       338.00      0.50000       19.193       455.80       31.100      0.64120    
  5  0.15000       22.404       27.000       4911.1       1.1690       1.7645       338.00      0.50000       10.665       275.46       20.737      0.69738    
  6  0.17500       22.404       27.000       4209.5       1.1690       1.7645       338.00      0.50000       6.4413       176.02       14.612      0.73783    
  7  0.20000       22.404       27.000       3683.3       1.1690       1.7645       338.00      0.50000       4.1010       116.58       10.632      0.76750    
  8  0.22500       22.404       27.000       3274.0       1.1690       1.7645       338.00      0.50000       2.6981       78.749       7.8694      0.78805    
  9  0.25000       22.404       27.000       2946.6       1.1690       1.7645       338.00      0.50000       1.8041       53.457       5.8466      0.80004    
 10  0.27500       22.404       27.000       2678.8       1.1690       1.7645       338.00      0.50000       1.2064       35.864       4.3007      0.80263    
 11  0.30000       22.404       27.000       2455.5       1.1690       1.7645       338.00      0.50000      0.79135       23.227       3.0775      0.79249    
 12  0.32500       22.404       27.000       2266.6       1.1690       1.7645       338.00      0.50000      0.49413       13.912       2.0817      0.76017    
 13  0.35000       22.404       27.000       2104.7       1.1690       1.7645       338.00      0.50000      0.27599       6.8961       1.2522      0.67464    
