Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.42972       17.203       27.000       2000.0       1.1690       1.7645       338.00      0.50000     -0.33102      -15.227      -1.5805       1.2420    
  2  0.39065       17.203       27.000       2200.0       1.1690       1.7645       338.00      0.50000     -0.35118      -15.996      -1.5243       1.2298    
  3  0.35810       17.203       27.000       2400.0       1.1690       1.7645       338.00      0.50000     -0.30464      -14.456      -1.2121       1.2812    
  4  0.33055       17.203       27.000       2600.0       1.1690       1.7645       338.00      0.50000     -0.20544      -11.036     -0.75456       1.4504    
  5  0.30694       17.203       27.000       2800.0       1.1690       1.7645       338.00      0.50000     -0.75564E-01  -6.6494     -0.25771       2.3759    
  6  0.28648       17.203       27.000       3000.0       1.1690       1.7645       338.00      0.50000      0.79675E-01  -1.5514      0.25361     -0.52575    
  7  0.26857       17.203       27.000       3200.0       1.1690       1.7645       338.00      0.50000      0.26004       4.2101      0.77600      0.43714    
  8  0.25278       17.203       27.000       3400.0       1.1690       1.7645       338.00      0.50000      0.46675       10.642       1.3109      0.61563    
  9  0.23873       17.203       27.000       3600.0       1.1690       1.7645       338.00      0.50000      0.70129       17.760       1.8602      0.68378    
 10  0.22617       17.203       27.000       3800.0       1.1690       1.7645       338.00      0.50000      0.96537       25.584       2.4259      0.71554    
 11  0.21486       17.203       27.000       4000.0       1.1690       1.7645       338.00      0.50000       1.2608       34.134       3.0099      0.73099    
 12  0.20463       17.203       27.000       4200.0       1.1690       1.7645       338.00      0.50000       1.5895       43.433       3.6139      0.73779    
 13  0.19533       17.203       27.000       4400.0       1.1690       1.7645       338.00      0.50000       1.9534       53.503       4.2395      0.73952    
 14  0.18683       17.203       27.000       4600.0       1.1690       1.7645       338.00      0.50000       2.3547       64.366       4.8882      0.73806    
 15  0.17905       17.203       27.000       4800.0       1.1690       1.7645       338.00      0.50000       2.7954       76.045       5.5614      0.73449    
 16  0.17189       17.203       27.000       5000.0       1.1690       1.7645       338.00      0.50000       3.2779       88.571       6.2604      0.72955    
 17  0.16528       17.203       27.000       5200.0       1.1690       1.7645       338.00      0.50000       3.8046       101.95       6.9868      0.72348    
 18  0.15915       17.203       27.000       5400.0       1.1690       1.7645       338.00      0.50000       4.3778       116.22       7.7416      0.71676    
 19  0.15347       17.203       27.000       5600.0       1.1690       1.7645       338.00      0.50000       5.0001       131.40       8.5264      0.70953    
 20  0.14818       17.203       27.000       5800.0       1.1690       1.7645       338.00      0.50000       5.6744       147.52       9.3425      0.70193    
 21  0.14324       17.203       27.000       6000.0       1.1690       1.7645       338.00      0.50000       6.4033       164.61       10.191      0.69408    
 22  0.13862       17.203       27.000       6200.0       1.1690       1.7645       338.00      0.50000       7.1901       182.69       11.074      0.68605    
 23  0.13429       17.203       27.000       6400.0       1.1690       1.7645       338.00      0.50000       8.0378       201.81       11.993      0.67790    
 24  0.13022       17.203       27.000       6600.0       1.1690       1.7645       338.00      0.50000       8.9500       221.98       12.949      0.66967    
 25  0.12639       17.203       27.000       6800.0       1.1690       1.7645       338.00      0.50000       9.9302       243.26       13.945      0.66141    
 26  0.12278       17.203       27.000       7000.0       1.1690       1.7645       338.00      0.50000       10.983       265.67       14.982      0.65313    
 27  0.11937       17.203       27.000       7200.0       1.1690       1.7645       338.00      0.50000       12.111       289.26       16.063      0.64486    
 28  0.11614       17.203       27.000       7400.0       1.1690       1.7645       338.00      0.50000       13.321       314.08       17.190      0.63660    
 29  0.11308       17.203       27.000       7600.0       1.1690       1.7645       338.00      0.50000       14.619       340.17       18.368      0.62827    
 30  0.11018       17.203       27.000       7800.0       1.1690       1.7645       338.00      0.50000       16.017       367.60       19.609      0.61966    
 31  0.10743       17.203       27.000       8000.0       1.1690       1.7645       338.00      0.50000       17.534       396.41       20.930      0.61042    
