Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.31831E-01   26.920       2.0000       2000.0       1.1690       1.7645       338.00      0.50000      0.58119       61.288       2.7750      0.21090    
  2  0.63662E-01   26.920       4.0000       2000.0       1.1690       1.7645       338.00      0.50000      0.59015       54.319       2.8178      0.36817    
  3  0.95493E-01   26.920       6.0000       2000.0       1.1690       1.7645       338.00      0.50000      0.60440       48.931       2.8858      0.48574    
  4  0.12732       26.920       8.0000       2000.0       1.1690       1.7645       338.00      0.50000      0.62016       44.486       2.9610      0.57387    
  5  0.15915       26.920       10.000       2000.0       1.1690       1.7645       338.00      0.50000      0.63093       40.394       3.0124      0.64024    
  6  0.19099       26.920       12.000       2000.0       1.1690       1.7645       338.00      0.50000      0.62806       36.188       2.9988      0.69143    
  7  0.22282       26.920       14.000       2000.0       1.1690       1.7645       338.00      0.50000      0.61155       31.946       2.9199      0.73133    
  8  0.25465       26.920       16.000       2000.0       1.1690       1.7645       338.00      0.50000      0.58436       27.816       2.7901      0.76162    
  9  0.28648       26.920       18.000       2000.0       1.1690       1.7645       338.00      0.50000      0.54689       23.800       2.6112      0.78334    
 10  0.31831       26.920       20.000       2000.0       1.1690       1.7645       338.00      0.50000      0.49839       19.852       2.3796      0.79665    
 11  0.35014       26.920       22.000       2000.0       1.1690       1.7645       338.00      0.50000      0.43787       15.928       2.0907      0.80026    
 12  0.38197       26.920       24.000       2000.0       1.1690       1.7645       338.00      0.50000      0.36431       11.990       1.7395      0.78985    
 13  0.41380       26.920       26.000       2000.0       1.1690       1.7645       338.00      0.50000      0.27682       8.0109       1.3217      0.75241    
 14  0.44563       26.920       28.000       2000.0       1.1690       1.7645       338.00      0.50000      0.17462       3.9724      0.83377      0.63695    
 15  0.47746       26.920       30.000       2000.0       1.1690       1.7645       338.00      0.50000      0.57151E-01 -0.13558      0.27288     -0.71166E-01
