Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.10000       20.481       27.000       8594.4       1.1690       1.7645       338.00      0.50000       25.654       498.98       28.504      0.52516    
  2  0.12000       20.481       27.000       7162.0       1.1690       1.7645       338.00      0.50000       12.341       296.31       16.455      0.64827    
  3  0.14000       20.481       27.000       6138.8       1.1690       1.7645       338.00      0.50000       7.3267       188.72       11.397      0.69545    
  4  0.16000       20.481       27.000       5371.5       1.1690       1.7645       338.00      0.50000       4.6658       125.96       8.2947      0.72890    
  5  0.18000       20.481       27.000       4774.6       1.1690       1.7645       338.00      0.50000       3.0998       86.478       6.1996      0.75324    
  6  0.20000       20.481       27.000       4297.2       1.1690       1.7645       338.00      0.50000       2.1133       60.216       4.6963      0.76932    
  7  0.22000       20.481       27.000       3906.5       1.1690       1.7645       338.00      0.50000       1.4590       42.010       3.5664      0.77744    
  8  0.24000       20.481       27.000       3581.0       1.1690       1.7645       338.00      0.50000       1.0070       28.954       2.6852      0.77634    
  9  0.26000       20.481       27.000       3305.5       1.1690       1.7645       338.00      0.50000      0.68441       19.332       1.9772      0.76263    
 10  0.28000       20.481       27.000       3069.4       1.1690       1.7645       338.00      0.50000      0.44806       12.079       1.3940      0.72788    
 11  0.30000       20.481       27.000       2864.8       1.1690       1.7645       338.00      0.50000      0.27107       6.5094      0.90357      0.64836    
 12  0.32000       20.481       27.000       2685.7       1.1690       1.7645       338.00      0.50000      0.13617       2.1655      0.48417      0.42936    
 13  0.34000       20.481       27.000       2527.8       1.1690       1.7645       338.00      0.50000      0.32024E-01  -1.2599      0.12098      -1.0623    
 14  0.36000       20.481       27.000       2387.3       1.1690       1.7645       338.00      0.50000     -0.48944E-01  -3.9751     -0.19578       2.1928    
 15  0.38000       20.481       27.000       2261.7       1.1690       1.7645       338.00      0.50000     -0.11110      -6.0925     -0.46908       1.4807    
 16  0.40000       20.481       27.000       2148.6       1.1690       1.7645       338.00      0.50000     -0.15592      -7.6299     -0.69299       1.3212    
 17  0.42000       20.481       27.000       2046.3       1.1690       1.7645       338.00      0.50000     -0.18283      -8.5386     -0.85321       1.2610    
 18  0.44000       20.481       27.000       1953.3       1.1690       1.7645       338.00      0.50000     -0.19324      -8.8661     -0.94471       1.2388    
 19  0.46000       20.481       27.000       1868.3       1.1690       1.7645       338.00      0.50000     -0.19207      -8.8028     -0.98170       1.2374    
 20  0.48000       20.481       27.000       1790.5       1.1690       1.7645       338.00      0.50000     -0.18466      -8.5490     -0.98483       1.2500    
 21  0.50000       20.481       27.000       1718.9       1.1690       1.7645       338.00      0.50000     -0.17478      -8.2412     -0.97102       1.2731    
