Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.90946E-05   15.424      0.10000E-02   3500.0       1.1690       1.7645       338.00      0.50000      0.60470       69.089       1.6498      0.11425E-03
  2  0.86030E-05   15.424      0.10000E-02   3700.0       1.1690       1.7645       338.00      0.50000      0.71425       77.385       1.8434      0.10834E-03
  3  0.81618E-05   15.424      0.10000E-02   3900.0       1.1690       1.7645       338.00      0.50000      0.83663       86.183       2.0485      0.10301E-03
  4  0.77637E-05   15.424      0.10000E-02   4100.0       1.1690       1.7645       338.00      0.50000      0.97267       95.490       2.2654      0.98173E-04
  5  0.74026E-05   15.424      0.10000E-02   4300.0       1.1690       1.7645       338.00      0.50000       1.1232       105.31       2.4944      0.93762E-04
  6  0.70736E-05   15.424      0.10000E-02   4500.0       1.1690       1.7645       338.00      0.50000       1.2891       115.66       2.7356      0.89723E-04
  7  0.67726E-05   15.424      0.10000E-02   4700.0       1.1690       1.7645       338.00      0.50000       1.4714       126.55       2.9895      0.86009E-04
  8  0.64961E-05   15.424      0.10000E-02   4900.0       1.1690       1.7645       338.00      0.50000       1.6709       137.98       3.2562      0.82582E-04
  9  0.62414E-05   15.424      0.10000E-02   5100.0       1.1690       1.7645       338.00      0.50000       1.8886       149.97       3.5363      0.79407E-04
 10  0.60058E-05   15.424      0.10000E-02   5300.0       1.1690       1.7645       338.00      0.50000       2.1257       162.53       3.8300      0.76458E-04
 11  0.57875E-05   15.424      0.10000E-02   5500.0       1.1690       1.7645       338.00      0.50000       2.3832       175.67       4.1378      0.73710E-04
 12  0.55844E-05   15.424      0.10000E-02   5700.0       1.1690       1.7645       338.00      0.50000       2.6623       189.40       4.4603      0.71142E-04
 13  0.53951E-05   15.424      0.10000E-02   5900.0       1.1690       1.7645       338.00      0.50000       2.9643       203.75       4.7978      0.68735E-04
 14  0.52182E-05   15.424      0.10000E-02   6100.0       1.1690       1.7645       338.00      0.50000       3.2904       218.73       5.1509      0.66475E-04
 15  0.50525E-05   15.424      0.10000E-02   6300.0       1.1690       1.7645       338.00      0.50000       3.6420       234.35       5.5204      0.64346E-04
 16  0.48971E-05   15.424      0.10000E-02   6500.0       1.1690       1.7645       338.00      0.50000       4.0207       250.64       5.9069      0.62337E-04
 17  0.47509E-05   15.424      0.10000E-02   6700.0       1.1690       1.7645       338.00      0.50000       4.4280       267.62       6.3111      0.60438E-04
 18  0.46132E-05   15.424      0.10000E-02   6900.0       1.1690       1.7645       338.00      0.50000       4.8662       285.32       6.7346      0.58632E-04
 19  0.44832E-05   15.424      0.10000E-02   7100.0       1.1690       1.7645       338.00      0.50000       5.3389       303.75       7.1807      0.56894E-04
 20  0.43604E-05   15.424      0.10000E-02   7300.0       1.1690       1.7645       338.00      0.50000       5.8521       322.96       7.6553      0.55187E-04
 21  0.42441E-05   15.424      0.10000E-02   7500.0       1.1690       1.7645       338.00      0.50000       6.4143       342.96       8.1669      0.53469E-04
 22  0.41339E-05   15.424      0.10000E-02   7700.0       1.1690       1.7645       338.00      0.50000       7.0371       363.80       8.7271      0.51698E-04
 23  0.40292E-05   15.424      0.10000E-02   7900.0       1.1690       1.7645       338.00      0.50000       7.7360       385.50       9.3511      0.49832E-04
 24  0.39298E-05   15.424      0.10000E-02   8100.0       1.1690       1.7645       338.00      0.50000       8.5313       408.11       10.058      0.47837E-04
