Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.15915E-04   16.340      0.10000E-02   2000.0       1.1690       1.7645       338.00      0.50000      0.29105       43.803       1.3897      0.15050E-03
  2  0.14469E-04   16.340      0.10000E-02   2200.0       1.1690       1.7645       338.00      0.50000      0.38615       53.064       1.6761      0.13742E-03
  3  0.13263E-04   16.340      0.10000E-02   2400.0       1.1690       1.7645       338.00      0.50000      0.50007       63.231       1.9897      0.12644E-03
  4  0.12243E-04   16.340      0.10000E-02   2600.0       1.1690       1.7645       338.00      0.50000      0.63454       74.307       2.3305      0.11710E-03
  5  0.11368E-04   16.340      0.10000E-02   2800.0       1.1690       1.7645       338.00      0.50000      0.79135       86.301       2.6989      0.10906E-03
  6  0.10610E-04   16.340      0.10000E-02   3000.0       1.1690       1.7645       338.00      0.50000      0.97232       99.219       3.0950      0.10204E-03
  7  0.99472E-05   16.340      0.10000E-02   3200.0       1.1690       1.7645       338.00      0.50000       1.1793       113.07       3.5192      0.95879E-04
  8  0.93621E-05   16.340      0.10000E-02   3400.0       1.1690       1.7645       338.00      0.50000       1.4141       127.86       3.9717      0.90416E-04
  9  0.88419E-05   16.340      0.10000E-02   3600.0       1.1690       1.7645       338.00      0.50000       1.6788       143.60       4.4530      0.85539E-04
 10  0.83766E-05   16.340      0.10000E-02   3800.0       1.1690       1.7645       338.00      0.50000       1.9752       160.30       4.9635      0.81159E-04
 11  0.79577E-05   16.340      0.10000E-02   4000.0       1.1690       1.7645       338.00      0.50000       2.3053       177.97       5.5035      0.77200E-04
 12  0.75788E-05   16.340      0.10000E-02   4200.0       1.1690       1.7645       338.00      0.50000       2.6713       196.63       6.0737      0.73606E-04
 13  0.72343E-05   16.340      0.10000E-02   4400.0       1.1690       1.7645       338.00      0.50000       3.0753       216.28       6.6744      0.70326E-04
 14  0.69198E-05   16.340      0.10000E-02   4600.0       1.1690       1.7645       338.00      0.50000       3.5195       236.94       7.3063      0.67320E-04
 15  0.66315E-05   16.340      0.10000E-02   4800.0       1.1690       1.7645       338.00      0.50000       4.0061       258.62       7.9700      0.64556E-04
 16  0.63662E-05   16.340      0.10000E-02   5000.0       1.1690       1.7645       338.00      0.50000       4.5376       281.34       8.6662      0.62003E-04
 17  0.61213E-05   16.340      0.10000E-02   5200.0       1.1690       1.7645       338.00      0.50000       5.1163       305.13       9.3956      0.59638E-04
 18  0.58946E-05   16.340      0.10000E-02   5400.0       1.1690       1.7645       338.00      0.50000       5.7448       329.99       10.159      0.57441E-04
 19  0.56841E-05   16.340      0.10000E-02   5600.0       1.1690       1.7645       338.00      0.50000       6.4258       355.95       10.957      0.55394E-04
 20  0.54881E-05   16.340      0.10000E-02   5800.0       1.1690       1.7645       338.00      0.50000       7.1620       383.03       11.792      0.53480E-04
 21  0.53052E-05   16.340      0.10000E-02   6000.0       1.1690       1.7645       338.00      0.50000       7.9565       411.25       12.663      0.51688E-04
 22  0.51340E-05   16.340      0.10000E-02   6200.0       1.1690       1.7645       338.00      0.50000       8.8122       440.65       13.573      0.50005E-04
 23  0.49736E-05   16.340      0.10000E-02   6400.0       1.1690       1.7645       338.00      0.50000       9.7324       471.25       14.521      0.48421E-04
 24  0.48229E-05   16.340      0.10000E-02   6600.0       1.1690       1.7645       338.00      0.50000       10.721       503.08       15.511      0.46926E-04
 25  0.46810E-05   16.340      0.10000E-02   6800.0       1.1690       1.7645       338.00      0.50000       11.780       536.18       16.543      0.45514E-04
 26  0.45473E-05   16.340      0.10000E-02   7000.0       1.1690       1.7645       338.00      0.50000       12.916       570.58       17.620      0.44177E-04
