Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.15915E-01   17.203       1.0000       2000.0       1.1690       1.7645       338.00      0.50000      0.27270       38.256       1.3021      0.14028    
  2  0.14469E-01   17.203       1.0000       2200.0       1.1690       1.7645       338.00      0.50000      0.36194       46.750       1.5710      0.12917    
  3  0.13263E-01   17.203       1.0000       2400.0       1.1690       1.7645       338.00      0.50000      0.46885       56.115       1.8655      0.11969    
  4  0.12243E-01   17.203       1.0000       2600.0       1.1690       1.7645       338.00      0.50000      0.59510       66.355       2.1857      0.11150    
  5  0.11368E-01   17.203       1.0000       2800.0       1.1690       1.7645       338.00      0.50000      0.74237       77.477       2.5318      0.10436    
  6  0.10610E-01   17.203       1.0000       3000.0       1.1690       1.7645       338.00      0.50000      0.91238       89.490       2.9042      0.98084E-01
  7  0.99472E-02   17.203       1.0000       3200.0       1.1690       1.7645       338.00      0.50000       1.1069       102.40       3.3031      0.92513E-01
  8  0.93621E-02   17.203       1.0000       3400.0       1.1690       1.7645       338.00      0.50000       1.3277       116.22       3.7289      0.87537E-01
  9  0.88419E-02   17.203       1.0000       3600.0       1.1690       1.7645       338.00      0.50000       1.5765       130.95       4.1819      0.83064E-01
 10  0.83766E-02   17.203       1.0000       3800.0       1.1690       1.7645       338.00      0.50000       1.8554       146.62       4.6626      0.79021E-01
 11  0.79577E-02   17.203       1.0000       4000.0       1.1690       1.7645       338.00      0.50000       2.1662       163.22       5.1715      0.75347E-01
 12  0.75788E-02   17.203       1.0000       4200.0       1.1690       1.7645       338.00      0.50000       2.5109       180.77       5.7089      0.71994E-01
 13  0.72343E-02   17.203       1.0000       4400.0       1.1690       1.7645       338.00      0.50000       2.8916       199.29       6.2756      0.68920E-01
 14  0.69198E-02   17.203       1.0000       4600.0       1.1690       1.7645       338.00      0.50000       3.3103       218.79       6.8720      0.66092E-01
 15  0.66315E-02   17.203       1.0000       4800.0       1.1690       1.7645       338.00      0.50000       3.7693       239.28       7.4988      0.63480E-01
 16  0.63662E-02   17.203       1.0000       5000.0       1.1690       1.7645       338.00      0.50000       4.2709       260.78       8.1569      0.61060E-01
 17  0.61213E-02   17.203       1.0000       5200.0       1.1690       1.7645       338.00      0.50000       4.8175       283.32       8.8468      0.58810E-01
 18  0.58946E-02   17.203       1.0000       5400.0       1.1690       1.7645       338.00      0.50000       5.4114       306.90       9.5695      0.56714E-01
 19  0.56841E-02   17.203       1.0000       5600.0       1.1690       1.7645       338.00      0.50000       6.0555       331.56       10.326      0.54754E-01
 20  0.54881E-02   17.203       1.0000       5800.0       1.1690       1.7645       338.00      0.50000       6.7523       357.32       11.117      0.52918E-01
 21  0.53052E-02   17.203       1.0000       6000.0       1.1690       1.7645       338.00      0.50000       7.5049       384.20       11.944      0.51193E-01
 22  0.51340E-02   17.203       1.0000       6200.0       1.1690       1.7645       338.00      0.50000       8.3161       412.23       12.809      0.49570E-01
 23  0.49736E-02   17.203       1.0000       6400.0       1.1690       1.7645       338.00      0.50000       9.1894       441.44       13.711      0.48038E-01
 24  0.48229E-02   17.203       1.0000       6600.0       1.1690       1.7645       338.00      0.50000       10.128       471.87       14.654      0.46590E-01
 25  0.46810E-02   17.203       1.0000       6800.0       1.1690       1.7645       338.00      0.50000       11.136       503.56       15.639      0.45218E-01
 26  0.45473E-02   17.203       1.0000       7000.0       1.1690       1.7645       338.00      0.50000       12.217       536.54       16.667      0.43916E-01
 27  0.44210E-02   17.203       1.0000       7200.0       1.1690       1.7645       338.00      0.50000       13.377       570.86       17.741      0.42676E-01
 28  0.43015E-02   17.203       1.0000       7400.0       1.1690       1.7645       338.00      0.50000       14.622       606.58       18.869      0.41484E-01
 29  0.41883E-02   17.203       1.0000       7600.0       1.1690       1.7645       338.00      0.50000       15.965       643.74       20.059      0.40323E-01
 30  0.40809E-02   17.203       1.0000       7800.0       1.1690       1.7645       338.00      0.50000       17.421       682.40       21.328      0.39171E-01
 31  0.39789E-02   17.203       1.0000       8000.0       1.1690       1.7645       338.00      0.50000       19.014       722.63       22.696      0.38006E-01
