Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.15915E-04   20.862      0.10000E-02   2000.0       1.1690       1.7645       338.00      0.50000      0.27732       42.974       1.3241      0.15496E-03
  2  0.14469E-04   20.862      0.10000E-02   2200.0       1.1690       1.7645       338.00      0.50000      0.36828       52.069       1.5985      0.14138E-03
  3  0.13263E-04   20.862      0.10000E-02   2400.0       1.1690       1.7645       338.00      0.50000      0.47734       62.055       1.8993      0.13000E-03
  4  0.12243E-04   20.862      0.10000E-02   2600.0       1.1690       1.7645       338.00      0.50000      0.60623       72.940       2.2266      0.12032E-03
  5  0.11368E-04   20.862      0.10000E-02   2800.0       1.1690       1.7645       338.00      0.50000      0.75669       84.731       2.5807      0.11198E-03
  6  0.10610E-04   20.862      0.10000E-02   3000.0       1.1690       1.7645       338.00      0.50000      0.93051       97.436       2.9619      0.10471E-03
  7  0.99472E-05   20.862      0.10000E-02   3200.0       1.1690       1.7645       338.00      0.50000       1.1295       111.07       3.3706      0.98331E-04
  8  0.93621E-05   20.862      0.10000E-02   3400.0       1.1690       1.7645       338.00      0.50000       1.3556       125.63       3.8072      0.92677E-04
  9  0.88419E-05   20.862      0.10000E-02   3600.0       1.1690       1.7645       338.00      0.50000       1.6106       141.14       4.2722      0.87631E-04
 10  0.83766E-05   20.862      0.10000E-02   3800.0       1.1690       1.7645       338.00      0.50000       1.8965       157.60       4.7659      0.83099E-04
 11  0.79577E-05   20.862      0.10000E-02   4000.0       1.1690       1.7645       338.00      0.50000       2.2154       175.03       5.2890      0.79005E-04
 12  0.75788E-05   20.862      0.10000E-02   4200.0       1.1690       1.7645       338.00      0.50000       2.5694       193.44       5.8419      0.75288E-04
 13  0.72343E-05   20.862      0.10000E-02   4400.0       1.1690       1.7645       338.00      0.50000       2.9606       212.85       6.4253      0.71896E-04
 14  0.69198E-05   20.862      0.10000E-02   4600.0       1.1690       1.7645       338.00      0.50000       3.3912       233.28       7.0399      0.68789E-04
 15  0.66315E-05   20.862      0.10000E-02   4800.0       1.1690       1.7645       338.00      0.50000       3.8636       254.73       7.6864      0.65930E-04
 16  0.63662E-05   20.862      0.10000E-02   5000.0       1.1690       1.7645       338.00      0.50000       4.3802       277.23       8.3656      0.63291E-04
 17  0.61213E-05   20.862      0.10000E-02   5200.0       1.1690       1.7645       338.00      0.50000       4.9435       300.80       9.0783      0.60847E-04
 18  0.58946E-05   20.862      0.10000E-02   5400.0       1.1690       1.7645       338.00      0.50000       5.5562       325.45       9.8254      0.58575E-04
 19  0.56841E-05   20.862      0.10000E-02   5600.0       1.1690       1.7645       338.00      0.50000       6.2209       351.22       10.608      0.56458E-04
 20  0.54881E-05   20.862      0.10000E-02   5800.0       1.1690       1.7645       338.00      0.50000       6.9406       378.12       11.427      0.54480E-04
 21  0.53052E-05   20.862      0.10000E-02   6000.0       1.1690       1.7645       338.00      0.50000       7.7183       406.18       12.284      0.52626E-04
 22  0.51340E-05   20.862      0.10000E-02   6200.0       1.1690       1.7645       338.00      0.50000       8.5578       435.43       13.181      0.50881E-04
 23  0.49736E-05   20.862      0.10000E-02   6400.0       1.1690       1.7645       338.00      0.50000       9.4648       465.89       14.122      0.49223E-04
 24  0.48229E-05   20.862      0.10000E-02   6600.0       1.1690       1.7645       338.00      0.50000       10.447       497.59       15.115      0.47631E-04
 25  0.46810E-05   20.862      0.10000E-02   6800.0       1.1690       1.7645       338.00      0.50000       11.515       530.57       16.170      0.46078E-04
 26  0.45473E-05   20.862      0.10000E-02   7000.0       1.1690       1.7645       338.00      0.50000       12.681       564.83       17.300      0.44540E-04
 27  0.44210E-05   20.862      0.10000E-02   7200.0       1.1690       1.7645       338.00      0.50000       13.965       600.41       18.522      0.42994E-04
 28  0.43015E-05   20.862      0.10000E-02   7400.0       1.1690       1.7645       338.00      0.50000       15.387       637.33       19.856      0.41420E-04
 29  0.41883E-05   20.862      0.10000E-02   7600.0       1.1690       1.7645       338.00      0.50000       16.975       675.59       21.329      0.39800E-04
 30  0.40809E-05   20.862      0.10000E-02   7800.0       1.1690       1.7645       338.00      0.50000       18.761       715.21       22.968      0.38123E-04
