Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.50000E-01   15.424       27.000       17189.       1.1690       1.7645       338.00      0.50000       148.44       915.52       82.468      0.16652    
  2  0.60000E-01   15.424       27.000       14324.       1.1690       1.7645       338.00      0.50000       82.712       672.84       55.141      0.21964    
  3  0.70000E-01   15.424       27.000       12278.       1.1690       1.7645       338.00      0.50000       48.942       528.10       38.066      0.29134    
  4  0.80000E-01   15.424       27.000       10743.       1.1690       1.7645       338.00      0.50000       29.549       429.71       26.266      0.39264    
  5  0.90000E-01   15.424       27.000       9549.3       1.1690       1.7645       338.00      0.50000       18.077       342.38       18.077      0.51138    
  6  0.10000       15.424       27.000       8594.4       1.1690       1.7645       338.00      0.50000       10.508       250.21       11.675      0.64295    
  7  0.11000       15.424       27.000       7813.1       1.1690       1.7645       338.00      0.50000       7.1687       186.25       8.7617      0.70148    
  8  0.12000       15.424       27.000       7162.0       1.1690       1.7645       338.00      0.50000       5.2806       142.17       7.0409      0.72693    
  9  0.13000       15.424       27.000       6611.1       1.1690       1.7645       338.00      0.50000       4.0023       110.50       5.7811      0.74542    
 10  0.14000       15.424       27.000       6138.8       1.1690       1.7645       338.00      0.50000       3.0904       86.970       4.8073      0.75983    
 11  0.15000       15.424       27.000       5729.6       1.1690       1.7645       338.00      0.50000       2.4192       69.042       4.0320      0.77055    
 12  0.16000       15.424       27.000       5371.5       1.1690       1.7645       338.00      0.50000       1.9126       55.093       3.4002      0.77774    
 13  0.17000       15.424       27.000       5055.5       1.1690       1.7645       338.00      0.50000       1.5221       44.050       2.8751      0.78137    
 14  0.18000       15.424       27.000       4774.6       1.1690       1.7645       338.00      0.50000       1.2158       35.179       2.4316      0.78124    
 15  0.19000       15.424       27.000       4523.4       1.1690       1.7645       338.00      0.50000      0.97182       27.962       2.0516      0.77687    
 16  0.20000       15.424       27.000       4297.2       1.1690       1.7645       338.00      0.50000      0.77491       22.026       1.7220      0.76744    
 17  0.21000       15.424       27.000       4092.6       1.1690       1.7645       338.00      0.50000      0.61416       17.096       1.4330      0.75157    
 18  0.22000       15.424       27.000       3906.5       1.1690       1.7645       338.00      0.50000      0.48161       12.967       1.1773      0.72693    
 19  0.23000       15.424       27.000       3736.7       1.1690       1.7645       338.00      0.50000      0.37133       9.4819      0.94895      0.68945    
 20  0.24000       15.424       27.000       3581.0       1.1690       1.7645       338.00      0.50000      0.27886       6.5217      0.74363      0.63144    
 21  0.25000       15.424       27.000       3437.7       1.1690       1.7645       338.00      0.50000      0.20079       3.9922      0.55776      0.53682    
