Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.17684E-01   25.299       1.0000       1800.0       1.1690       1.7645       338.00      0.50000      0.58351       66.998       3.0956      0.11482    
  2  0.15915E-01   25.299       1.0000       2000.0       1.1690       1.7645       338.00      0.50000      0.79944       83.405       3.8171      0.10433    
  3  0.14469E-01   25.299       1.0000       2200.0       1.1690       1.7645       338.00      0.50000       1.0633       101.64       4.6153      0.95590E-01
  4  0.13263E-01   25.299       1.0000       2400.0       1.1690       1.7645       338.00      0.50000       1.3800       121.71       5.4910      0.88197E-01
  5  0.12243E-01   25.299       1.0000       2600.0       1.1690       1.7645       338.00      0.50000       1.7547       143.64       6.4448      0.81859E-01
  6  0.11368E-01   25.299       1.0000       2800.0       1.1690       1.7645       338.00      0.50000       2.1926       167.44       7.4777      0.76366E-01
  7  0.10610E-01   25.299       1.0000       3000.0       1.1690       1.7645       338.00      0.50000       2.6988       193.12       8.5905      0.71556E-01
  8  0.99472E-02   25.299       1.0000       3200.0       1.1690       1.7645       338.00      0.50000       3.2788       220.69       9.7844      0.67310E-01
  9  0.93621E-02   25.299       1.0000       3400.0       1.1690       1.7645       338.00      0.50000       3.9380       250.19       11.060      0.63532E-01
 10  0.88419E-02   25.299       1.0000       3600.0       1.1690       1.7645       338.00      0.50000       4.6822       281.63       12.420      0.60149E-01
 11  0.83766E-02   25.299       1.0000       3800.0       1.1690       1.7645       338.00      0.50000       5.5170       315.03       13.864      0.57102E-01
 12  0.79577E-02   25.299       1.0000       4000.0       1.1690       1.7645       338.00      0.50000       6.4485       350.41       15.395      0.54341E-01
 13  0.75788E-02   25.299       1.0000       4200.0       1.1690       1.7645       338.00      0.50000       7.4827       387.81       17.013      0.51828E-01
 14  0.72343E-02   25.299       1.0000       4400.0       1.1690       1.7645       338.00      0.50000       8.6261       427.25       18.721      0.49530E-01
 15  0.69198E-02   25.299       1.0000       4600.0       1.1690       1.7645       338.00      0.50000       9.8852       468.76       20.521      0.47420E-01
 16  0.66315E-02   25.299       1.0000       4800.0       1.1690       1.7645       338.00      0.50000       11.267       512.37       22.415      0.45476E-01
 17  0.63662E-02   25.299       1.0000       5000.0       1.1690       1.7645       338.00      0.50000       12.778       558.12       24.405      0.43677E-01
 18  0.61213E-02   25.299       1.0000       5200.0       1.1690       1.7645       338.00      0.50000       14.427       606.05       26.493      0.42009E-01
 19  0.58946E-02   25.299       1.0000       5400.0       1.1690       1.7645       338.00      0.50000       16.220       656.20       28.683      0.40457E-01
 20  0.56841E-02   25.299       1.0000       5600.0       1.1690       1.7645       338.00      0.50000       18.166       708.62       30.977      0.39008E-01
 21  0.54881E-02   25.299       1.0000       5800.0       1.1690       1.7645       338.00      0.50000       20.274       763.35       33.379      0.37652E-01
 22  0.53052E-02   25.299       1.0000       6000.0       1.1690       1.7645       338.00      0.50000       22.552       820.45       35.893      0.36381E-01
 23  0.51340E-02   25.299       1.0000       6200.0       1.1690       1.7645       338.00      0.50000       25.010       879.98       38.521      0.35185E-01
 24  0.49736E-02   25.299       1.0000       6400.0       1.1690       1.7645       338.00      0.50000       27.661       942.00       41.273      0.34055E-01
 25  0.48229E-02   25.299       1.0000       6600.0       1.1690       1.7645       338.00      0.50000       30.521       1006.6       44.160      0.32980E-01
 26  0.46810E-02   25.299       1.0000       6800.0       1.1690       1.7645       338.00      0.50000       33.613       1073.8       47.203      0.31944E-01
 27  0.45473E-02   25.299       1.0000       7000.0       1.1690       1.7645       338.00      0.50000       36.968       1143.6       50.431      0.30935E-01
 28  0.44210E-02   25.299       1.0000       7200.0       1.1690       1.7645       338.00      0.50000       40.624       1216.2       53.880      0.29938E-01
 29  0.43015E-02   25.299       1.0000       7400.0       1.1690       1.7645       338.00      0.50000       44.632       1291.6       57.596      0.28937E-01
 30  0.41883E-02   25.299       1.0000       7600.0       1.1690       1.7645       338.00      0.50000       49.055       1369.7       61.637      0.27923E-01
 31  0.40809E-02   25.299       1.0000       7800.0       1.1690       1.7645       338.00      0.50000       53.971       1450.8       66.076      0.26881E-01
 32  0.39789E-02   25.299       1.0000       8000.0       1.1690       1.7645       338.00      0.50000       59.477       1534.8       70.996      0.25805E-01
 33  0.38818E-02   25.299       1.0000       8200.0       1.1690       1.7645       338.00      0.50000       65.669       1621.6       76.474      0.24694E-01
 34  0.37894E-02   25.299       1.0000       8400.0       1.1690       1.7645       338.00      0.50000       72.565       1710.2       82.494      0.23568E-01
 35  0.37013E-02   25.299       1.0000       8600.0       1.1690       1.7645       338.00      0.50000       79.955       1798.1       88.780      0.22489E-01
 36  0.36172E-02   25.299       1.0000       8800.0       1.1690       1.7645       338.00      0.50000       87.447       1882.1       94.893      0.21523E-01
 37  0.35368E-02   25.299       1.0000       9000.0       1.1690       1.7645       338.00      0.50000       94.947       1961.5       100.74      0.20659E-01
