Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.47746       20.862       27.000       1800.0       1.1690       1.7645       338.00      0.50000     -0.19311      -8.8377      -1.0245       1.2356    
  2  0.42972       20.862       27.000       2000.0       1.1690       1.7645       338.00      0.50000     -0.18651      -8.6580     -0.89054       1.2533    
  3  0.39065       20.862       27.000       2200.0       1.1690       1.7645       338.00      0.50000     -0.11898      -6.3438     -0.51644       1.4396    
  4  0.35810       20.862       27.000       2400.0       1.1690       1.7645       338.00      0.50000     -0.13196E-01  -2.7420     -0.52506E-01   5.6103    
  5  0.33055       20.862       27.000       2600.0       1.1690       1.7645       338.00      0.50000      0.11729       1.5865      0.43080      0.36520    
  6  0.30694       20.862       27.000       2800.0       1.1690       1.7645       338.00      0.50000      0.27128       6.5618      0.92519      0.65308    
  7  0.28648       20.862       27.000       3000.0       1.1690       1.7645       338.00      0.50000      0.44976       12.187       1.4316      0.73159    
  8  0.26857       20.862       27.000       3200.0       1.1690       1.7645       338.00      0.50000      0.65423       18.480       1.9523      0.76266    
  9  0.25278       20.862       27.000       3400.0       1.1690       1.7645       338.00      0.50000      0.88635       25.462       2.4894      0.77562    
 10  0.23873       20.862       27.000       3600.0       1.1690       1.7645       338.00      0.50000       1.1479       33.156       3.0449      0.77986    
 11  0.22617       20.862       27.000       3800.0       1.1690       1.7645       338.00      0.50000       1.4408       41.585       3.6207      0.77929    
 12  0.21486       20.862       27.000       4000.0       1.1690       1.7645       338.00      0.50000       1.7670       50.773       4.2184      0.77582    
 13  0.20463       20.862       27.000       4200.0       1.1690       1.7645       338.00      0.50000       2.1286       60.742       4.8396      0.77049    
 14  0.19533       20.862       27.000       4400.0       1.1690       1.7645       338.00      0.50000       2.5277       71.520       5.4859      0.76394    
 15  0.18683       20.862       27.000       4600.0       1.1690       1.7645       338.00      0.50000       2.9668       83.130       6.1588      0.75655    
 16  0.17905       20.862       27.000       4800.0       1.1690       1.7645       338.00      0.50000       3.4480       95.608       6.8596      0.74866    
 17  0.17189       20.862       27.000       5000.0       1.1690       1.7645       338.00      0.50000       3.9741       108.95       7.5899      0.74020    
 18  0.16528       20.862       27.000       5200.0       1.1690       1.7645       338.00      0.50000       4.5475       123.21       8.3510      0.73155    
 19  0.15915       20.862       27.000       5400.0       1.1690       1.7645       338.00      0.50000       5.1710       138.41       9.1443      0.72271    
 20  0.15347       20.862       27.000       5600.0       1.1690       1.7645       338.00      0.50000       5.8476       154.58       9.9714      0.71376    
 21  0.14818       20.862       27.000       5800.0       1.1690       1.7645       338.00      0.50000       6.5802       171.75       10.834      0.70473    
 22  0.14324       20.862       27.000       6000.0       1.1690       1.7645       338.00      0.50000       7.3723       189.95       11.733      0.69567    
