Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.10000       27.394       27.000       8594.4       1.1690       1.7645       338.00      0.50000       107.92       1589.0       119.91      0.39755    
  2  0.12000       27.394       27.000       7162.0       1.1690       1.7645       338.00      0.50000       53.812       994.33       71.750      0.49890    
  3  0.14000       27.394       27.000       6138.8       1.1690       1.7645       338.00      0.50000       32.355       663.68       50.330      0.55384    
  4  0.16000       27.394       27.000       5371.5       1.1690       1.7645       338.00      0.50000       21.019       465.72       37.367      0.59825    
  5  0.18000       27.394       27.000       4774.6       1.1690       1.7645       338.00      0.50000       14.368       338.59       28.736      0.63626    
  6  0.20000       27.394       27.000       4297.2       1.1690       1.7645       338.00      0.50000       10.196       252.61       22.659      0.66891    
  7  0.22000       27.394       27.000       3906.5       1.1690       1.7645       338.00      0.50000       7.4427       192.13       18.193      0.69699    
  8  0.24000       27.394       27.000       3581.0       1.1690       1.7645       338.00      0.50000       5.5498       148.22       14.799      0.72109    
  9  0.26000       27.394       27.000       3305.5       1.1690       1.7645       338.00      0.50000       4.2048       115.50       12.147      0.74162    
 10  0.28000       27.394       27.000       3069.4       1.1690       1.7645       338.00      0.50000       3.2225       90.570       10.025      0.75886    
 11  0.30000       27.394       27.000       2864.8       1.1690       1.7645       338.00      0.50000       2.4880       71.226       8.2934      0.77295    
 12  0.32000       27.394       27.000       2685.7       1.1690       1.7645       338.00      0.50000       1.9278       55.967       6.8545      0.78384    
 13  0.34000       27.394       27.000       2527.8       1.1690       1.7645       338.00      0.50000       1.4931       43.758       5.6405      0.79129    
 14  0.36000       27.394       27.000       2387.3       1.1690       1.7645       338.00      0.50000       1.1506       33.865       4.6022      0.79471    
 15  0.38000       27.394       27.000       2261.7       1.1690       1.7645       338.00      0.50000      0.87710       25.759       3.7033      0.79295    
 16  0.40000       27.394       27.000       2148.6       1.1690       1.7645       338.00      0.50000      0.65624       19.051       2.9166      0.78381    
