Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.90946E-02   15.424       1.0000       3500.0       1.1690       1.7645       338.00      0.50000      0.60505       64.626       1.6508      0.10681    
  2  0.86030E-02   15.424       1.0000       3700.0       1.1690       1.7645       338.00      0.50000      0.71464       72.650       1.8444      0.10166    
  3  0.81618E-02   15.424       1.0000       3900.0       1.1690       1.7645       338.00      0.50000      0.83706       81.175       2.0496      0.96975E-01
  4  0.77637E-02   15.424       1.0000       4100.0       1.1690       1.7645       338.00      0.50000      0.97314       90.208       2.2665      0.92697E-01
  5  0.74026E-02   15.424       1.0000       4300.0       1.1690       1.7645       338.00      0.50000       1.1237       99.757       2.4955      0.88773E-01
  6  0.70736E-02   15.424       1.0000       4500.0       1.1690       1.7645       338.00      0.50000       1.2897       109.83       2.7368      0.85160E-01
  7  0.67726E-02   15.424       1.0000       4700.0       1.1690       1.7645       338.00      0.50000       1.4720       120.44       2.9908      0.81821E-01
  8  0.64961E-02   15.424       1.0000       4900.0       1.1690       1.7645       338.00      0.50000       1.6716       131.59       3.2576      0.78725E-01
  9  0.62414E-02   15.424       1.0000       5100.0       1.1690       1.7645       338.00      0.50000       1.8894       143.30       3.5377      0.75846E-01
 10  0.60058E-02   15.424       1.0000       5300.0       1.1690       1.7645       338.00      0.50000       2.1266       155.58       3.8316      0.73160E-01
 11  0.57875E-02   15.424       1.0000       5500.0       1.1690       1.7645       338.00      0.50000       2.3842       168.44       4.1395      0.70648E-01
 12  0.55844E-02   15.424       1.0000       5700.0       1.1690       1.7645       338.00      0.50000       2.6634       181.89       4.4620      0.68292E-01
 13  0.53951E-02   15.424       1.0000       5900.0       1.1690       1.7645       338.00      0.50000       2.9654       195.95       4.7996      0.66078E-01
 14  0.52182E-02   15.424       1.0000       6100.0       1.1690       1.7645       338.00      0.50000       3.2916       210.64       5.1529      0.63992E-01
 15  0.50525E-02   15.424       1.0000       6300.0       1.1690       1.7645       338.00      0.50000       3.6434       225.97       5.5226      0.62023E-01
 16  0.48971E-02   15.424       1.0000       6500.0       1.1690       1.7645       338.00      0.50000       4.0223       241.98       5.9092      0.60159E-01
 17  0.47509E-02   15.424       1.0000       6700.0       1.1690       1.7645       338.00      0.50000       4.4298       258.66       6.3136      0.58392E-01
 18  0.46132E-02   15.424       1.0000       6900.0       1.1690       1.7645       338.00      0.50000       4.8682       276.07       6.7373      0.56708E-01
 19  0.44832E-02   15.424       1.0000       7100.0       1.1690       1.7645       338.00      0.50000       5.3411       294.21       7.1837      0.55083E-01
 20  0.43604E-02   15.424       1.0000       7300.0       1.1690       1.7645       338.00      0.50000       5.8546       313.11       7.6585      0.53481E-01
 21  0.42441E-02   15.424       1.0000       7500.0       1.1690       1.7645       338.00      0.50000       6.4171       332.81       8.1705      0.51863E-01
 22  0.41339E-02   15.424       1.0000       7700.0       1.1690       1.7645       338.00      0.50000       7.0405       353.35       8.7314      0.50188E-01
 23  0.40292E-02   15.424       1.0000       7900.0       1.1690       1.7645       338.00      0.50000       7.7402       374.74       9.3561      0.48415E-01
 24  0.39298E-02   15.424       1.0000       8100.0       1.1690       1.7645       338.00      0.50000       8.5364       397.04       10.064      0.46511E-01
