Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.42972       17.016       27.000       2000.0       1.1690       1.7645       338.00      0.50000     -0.45862      -20.817      -2.1898       1.2255    
  2  0.39065       17.016       27.000       2200.0       1.1690       1.7645       338.00      0.50000     -0.45882      -20.896      -1.9915       1.2297    
  3  0.35810       17.016       27.000       2400.0       1.1690       1.7645       338.00      0.50000     -0.37694      -17.982      -1.4998       1.2881    
  4  0.33055       17.016       27.000       2600.0       1.1690       1.7645       338.00      0.50000     -0.24864      -13.481     -0.91320       1.4639    
  5  0.30694       17.016       27.000       2800.0       1.1690       1.7645       338.00      0.50000     -0.88034E-01  -8.0376     -0.30024       2.4651    
  6  0.28648       17.016       27.000       3000.0       1.1690       1.7645       338.00      0.50000      0.10297      -1.7849      0.32775     -0.46804    
  7  0.26857       17.016       27.000       3200.0       1.1690       1.7645       338.00      0.50000      0.32526       5.2601      0.97063      0.43664    
  8  0.25278       17.016       27.000       3400.0       1.1690       1.7645       338.00      0.50000      0.58071       13.115       1.6310      0.60976    
  9  0.23873       17.016       27.000       3600.0       1.1690       1.7645       338.00      0.50000      0.87135       21.800       2.3113      0.67550    
 10  0.22617       17.016       27.000       3800.0       1.1690       1.7645       338.00      0.50000       1.1994       31.340       3.0141      0.70549    
 11  0.21486       17.016       27.000       4000.0       1.1690       1.7645       338.00      0.50000       1.5673       41.761       3.7416      0.71942    
 12  0.20463       17.016       27.000       4200.0       1.1690       1.7645       338.00      0.50000       1.9774       53.086       4.4958      0.72487    
 13  0.19533       17.016       27.000       4400.0       1.1690       1.7645       338.00      0.50000       2.4321       65.341       5.2785      0.72537    
 14  0.18683       17.016       27.000       4600.0       1.1690       1.7645       338.00      0.50000       2.9343       78.551       6.0914      0.72279    
 15  0.17905       17.016       27.000       4800.0       1.1690       1.7645       338.00      0.50000       3.4865       92.741       6.9362      0.71820    
 16  0.17189       17.016       27.000       5000.0       1.1690       1.7645       338.00      0.50000       4.0915       107.93       7.8142      0.71225    
 17  0.16528       17.016       27.000       5200.0       1.1690       1.7645       338.00      0.50000       4.7523       124.15       8.7271      0.70538    
 18  0.15915       17.016       27.000       5400.0       1.1690       1.7645       338.00      0.50000       5.4718       141.43       9.6763      0.69787    
 19  0.15347       17.016       27.000       5600.0       1.1690       1.7645       338.00      0.50000       6.2532       159.79       10.663      0.68993    
 20  0.14818       17.016       27.000       5800.0       1.1690       1.7645       338.00      0.50000       7.0998       179.25       11.689      0.68168    
 21  0.14324       17.016       27.000       6000.0       1.1690       1.7645       338.00      0.50000       8.0150       199.86       12.756      0.67325    
 22  0.13862       17.016       27.000       6200.0       1.1690       1.7645       338.00      0.50000       9.0025       221.62       13.866      0.66469    
 23  0.13429       17.016       27.000       6400.0       1.1690       1.7645       338.00      0.50000       10.066       244.59       15.019      0.65607    
 24  0.13022       17.016       27.000       6600.0       1.1690       1.7645       338.00      0.50000       11.210       268.79       16.219      0.64743    
 25  0.12639       17.016       27.000       6800.0       1.1690       1.7645       338.00      0.50000       12.438       294.26       17.466      0.63880    
 26  0.12278       17.016       27.000       7000.0       1.1690       1.7645       338.00      0.50000       13.755       321.04       18.764      0.63020    
