Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.24803E-01   22.404       2.0000       2200.0       1.1690       1.7645       338.00      0.50000      0.88436       90.730       3.8386      0.20519    
  2  0.49607E-01   22.404       4.0000       2200.0       1.1690       1.7645       338.00      0.50000      0.89362       80.342       3.8788      0.35962    
  3  0.74410E-01   22.404       6.0000       2200.0       1.1690       1.7645       338.00      0.50000      0.90756       72.025       3.9393      0.47617    
  4  0.99213E-01   22.404       8.0000       2200.0       1.1690       1.7645       338.00      0.50000      0.92198       65.048       4.0020      0.56442    
  5  0.12402       22.404       10.000       2200.0       1.1690       1.7645       338.00      0.50000      0.92990       58.733       4.0363      0.63161    
  6  0.14882       22.404       12.000       2200.0       1.1690       1.7645       338.00      0.50000      0.92314       52.585       4.0070      0.68356    
  7  0.17362       22.404       14.000       2200.0       1.1690       1.7645       338.00      0.50000      0.90145       46.606       3.9128      0.72381    
  8  0.19843       22.404       16.000       2200.0       1.1690       1.7645       338.00      0.50000      0.86652       40.852       3.7612      0.75432    
  9  0.22323       22.404       18.000       2200.0       1.1690       1.7645       338.00      0.50000      0.81817       35.287       3.5514      0.77631    
 10  0.24803       22.404       20.000       2200.0       1.1690       1.7645       338.00      0.50000      0.75524       29.840       3.2782      0.79021    
 11  0.27284       22.404       22.000       2200.0       1.1690       1.7645       338.00      0.50000      0.67632       24.449       2.9356      0.79531    
 12  0.29764       22.404       24.000       2200.0       1.1690       1.7645       338.00      0.50000      0.58003       19.064       2.5177      0.78881    
 13  0.32244       22.404       26.000       2200.0       1.1690       1.7645       338.00      0.50000      0.46514       13.647       2.0190      0.76281    
 14  0.34725       22.404       28.000       2200.0       1.1690       1.7645       338.00      0.50000      0.33055       8.1706       1.4348      0.69211    
 15  0.37205       22.404       30.000       2200.0       1.1690       1.7645       338.00      0.50000      0.17536       2.6192      0.76119      0.44808    
