Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.15915E-01   20.481       1.0000       2000.0       1.1690       1.7645       338.00      0.50000      0.25679       36.957       1.2261      0.14392    
  2  0.14469E-01   20.481       1.0000       2200.0       1.1690       1.7645       338.00      0.50000      0.34094       45.169       1.4799      0.13248    
  3  0.13263E-01   20.481       1.0000       2400.0       1.1690       1.7645       338.00      0.50000      0.44183       54.224       1.7580      0.12273    
  4  0.12243E-01   20.481       1.0000       2600.0       1.1690       1.7645       338.00      0.50000      0.56105       64.130       2.0606      0.11431    
  5  0.11368E-01   20.481       1.0000       2800.0       1.1690       1.7645       338.00      0.50000      0.70020       74.894       2.3880      0.10696    
  6  0.10610E-01   20.481       1.0000       3000.0       1.1690       1.7645       338.00      0.50000      0.86094       86.523       2.7404      0.10050    
  7  0.99472E-02   20.481       1.0000       3200.0       1.1690       1.7645       338.00      0.50000       1.0450       99.027       3.1183      0.94767E-01
  8  0.93621E-02   20.481       1.0000       3400.0       1.1690       1.7645       338.00      0.50000       1.2540       112.41       3.5219      0.89647E-01
  9  0.88419E-02   20.481       1.0000       3600.0       1.1690       1.7645       338.00      0.50000       1.4897       126.69       3.9517      0.85045E-01
 10  0.83766E-02   20.481       1.0000       3800.0       1.1690       1.7645       338.00      0.50000       1.7541       141.88       4.4080      0.80884E-01
 11  0.79577E-02   20.481       1.0000       4000.0       1.1690       1.7645       338.00      0.50000       2.0490       157.98       4.8915      0.77105E-01
 12  0.75788E-02   20.481       1.0000       4200.0       1.1690       1.7645       338.00      0.50000       2.3762       175.02       5.4026      0.73654E-01
 13  0.72343E-02   20.481       1.0000       4400.0       1.1690       1.7645       338.00      0.50000       2.7378       192.99       5.9419      0.70491E-01
 14  0.69198E-02   20.481       1.0000       4600.0       1.1690       1.7645       338.00      0.50000       3.1359       211.93       6.5100      0.67581E-01
 15  0.66315E-02   20.481       1.0000       4800.0       1.1690       1.7645       338.00      0.50000       3.5727       231.84       7.1076      0.64892E-01
 16  0.63662E-02   20.481       1.0000       5000.0       1.1690       1.7645       338.00      0.50000       4.0502       252.74       7.7354      0.62401E-01
 17  0.61213E-02   20.481       1.0000       5200.0       1.1690       1.7645       338.00      0.50000       4.5710       274.65       8.3942      0.60086E-01
 18  0.58946E-02   20.481       1.0000       5400.0       1.1690       1.7645       338.00      0.50000       5.1374       297.60       9.0850      0.57928E-01
 19  0.56841E-02   20.481       1.0000       5600.0       1.1690       1.7645       338.00      0.50000       5.7520       321.60       9.8085      0.55910E-01
 20  0.54881E-02   20.481       1.0000       5800.0       1.1690       1.7645       338.00      0.50000       6.4175       346.67       10.566      0.54020E-01
 21  0.53052E-02   20.481       1.0000       6000.0       1.1690       1.7645       338.00      0.50000       7.1366       372.84       11.358      0.52244E-01
 22  0.51340E-02   20.481       1.0000       6200.0       1.1690       1.7645       338.00      0.50000       7.9129       400.14       12.188      0.50569E-01
 23  0.49736E-02   20.481       1.0000       6400.0       1.1690       1.7645       338.00      0.50000       8.7515       428.60       13.058      0.48974E-01
 24  0.48229E-02   20.481       1.0000       6600.0       1.1690       1.7645       338.00      0.50000       9.6594       458.23       13.976      0.47439E-01
 25  0.46810E-02   20.481       1.0000       6800.0       1.1690       1.7645       338.00      0.50000       10.646       489.07       14.951      0.45938E-01
 26  0.45473E-02   20.481       1.0000       7000.0       1.1690       1.7645       338.00      0.50000       11.725       521.14       15.995      0.44446E-01
