Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.14805E-01   19.764       2.0000       4300.0       1.1690       1.7645       338.00      0.50000       2.1939       157.61       4.8721      0.14368    
  2  0.29610E-01   19.764       4.0000       4300.0       1.1690       1.7645       338.00      0.50000       2.1953       144.06       4.8752      0.26249    
  3  0.44415E-01   19.764       6.0000       4300.0       1.1690       1.7645       338.00      0.50000       2.1965       132.10       4.8778      0.36085    
  4  0.59220E-01   19.764       8.0000       4300.0       1.1690       1.7645       338.00      0.50000       2.1954       121.42       4.8756      0.44245    
  5  0.74026E-01   19.764       10.000       4300.0       1.1690       1.7645       338.00      0.50000       2.1902       111.77       4.8640      0.51032    
  6  0.88831E-01   19.764       12.000       4300.0       1.1690       1.7645       338.00      0.50000       2.1791       102.94       4.8392      0.56691    
  7  0.10364       19.764       14.000       4300.0       1.1690       1.7645       338.00      0.50000       2.1605       94.776       4.7980      0.61415    
  8  0.11844       19.764       16.000       4300.0       1.1690       1.7645       338.00      0.50000       2.1331       87.134       4.7372      0.65357    
  9  0.13325       19.764       18.000       4300.0       1.1690       1.7645       338.00      0.50000       2.0957       79.912       4.6540      0.68637    
 10  0.14805       19.764       20.000       4300.0       1.1690       1.7645       338.00      0.50000       2.0469       73.018       4.5456      0.71346    
 11  0.16286       19.764       22.000       4300.0       1.1690       1.7645       338.00      0.50000       1.9854       66.375       4.4090      0.73551    
 12  0.17766       19.764       24.000       4300.0       1.1690       1.7645       338.00      0.50000       1.9097       59.921       4.2411      0.75303    
 13  0.19247       19.764       26.000       4300.0       1.1690       1.7645       338.00      0.50000       1.8187       53.585       4.0388      0.76606    
 14  0.20727       19.764       28.000       4300.0       1.1690       1.7645       338.00      0.50000       1.7108       47.336       3.7993      0.77473    
 15  0.22208       19.764       30.000       4300.0       1.1690       1.7645       338.00      0.50000       1.5849       41.131       3.5196      0.77857    
