Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.31831E-01   26.833       2.0000       2000.0       1.1690       1.7645       338.00      0.50000       1.4631       118.13       6.9859      0.16147    
  2  0.63662E-01   26.833       4.0000       2000.0       1.1690       1.7645       338.00      0.50000       1.4592       107.10       6.9670      0.29358    
  3  0.95493E-01   26.833       6.0000       2000.0       1.1690       1.7645       338.00      0.50000       1.4480       97.031       6.9135      0.40208    
  4  0.12732       26.833       8.0000       2000.0       1.1690       1.7645       338.00      0.50000       1.4291       87.812       6.8237      0.49155    
  5  0.15915       26.833       10.000       2000.0       1.1690       1.7645       338.00      0.50000       1.4018       79.285       6.6932      0.56559    
  6  0.19099       26.833       12.000       2000.0       1.1690       1.7645       338.00      0.50000       1.3648       71.308       6.5164      0.62698    
  7  0.22282       26.833       14.000       2000.0       1.1690       1.7645       338.00      0.50000       1.3167       63.754       6.2868      0.67787    
  8  0.25465       26.833       16.000       2000.0       1.1690       1.7645       338.00      0.50000       1.2560       56.509       5.9971      0.71984    
  9  0.28648       26.833       18.000       2000.0       1.1690       1.7645       338.00      0.50000       1.1812       49.475       5.6398      0.75395    
 10  0.31831       26.833       20.000       2000.0       1.1690       1.7645       338.00      0.50000       1.0906       42.568       5.2071      0.78065    
 11  0.35014       26.833       22.000       2000.0       1.1690       1.7645       338.00      0.50000      0.98257       35.714       4.6914      0.79965    
 12  0.38197       26.833       24.000       2000.0       1.1690       1.7645       338.00      0.50000      0.85565       28.855       4.0854      0.80936    
 13  0.41380       26.833       26.000       2000.0       1.1690       1.7645       338.00      0.50000      0.70832       21.941       3.3820      0.80538    
 14  0.44563       26.833       28.000       2000.0       1.1690       1.7645       338.00      0.50000      0.53920       14.931       2.5745      0.77533    
 15  0.47746       26.833       30.000       2000.0       1.1690       1.7645       338.00      0.50000      0.34701       7.7920       1.6568      0.67364    
