Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.15915E-04   26.303      0.10000E-02   2000.0       1.1690       1.7645       338.00      0.50000      0.92117       98.054       4.3983      0.10644E-03
  2  0.14469E-04   26.303      0.10000E-02   2200.0       1.1690       1.7645       338.00      0.50000       1.2256       118.79       5.3199      0.96925E-04
  3  0.13263E-04   26.303      0.10000E-02   2400.0       1.1690       1.7645       338.00      0.50000       1.5912       141.56       6.3311      0.88964E-04
  4  0.12243E-04   26.303      0.10000E-02   2600.0       1.1690       1.7645       338.00      0.50000       2.0237       166.37       7.4328      0.82208E-04
  5  0.11368E-04   26.303      0.10000E-02   2800.0       1.1690       1.7645       338.00      0.50000       2.5293       193.23       8.6260      0.76399E-04
  6  0.10610E-04   26.303      0.10000E-02   3000.0       1.1690       1.7645       338.00      0.50000       3.1139       222.18       9.9117      0.71351E-04
  7  0.99472E-05   26.303      0.10000E-02   3200.0       1.1690       1.7645       338.00      0.50000       3.7837       253.21       11.291      0.66922E-04
  8  0.93621E-05   26.303      0.10000E-02   3400.0       1.1690       1.7645       338.00      0.50000       4.5452       286.37       12.766      0.63004E-04
  9  0.88419E-05   26.303      0.10000E-02   3600.0       1.1690       1.7645       338.00      0.50000       5.4048       321.66       14.337      0.59513E-04
 10  0.83766E-05   26.303      0.10000E-02   3800.0       1.1690       1.7645       338.00      0.50000       6.3693       359.11       16.006      0.56381E-04
 11  0.79577E-05   26.303      0.10000E-02   4000.0       1.1690       1.7645       338.00      0.50000       7.4456       398.75       17.775      0.53555E-04
 12  0.75788E-05   26.303      0.10000E-02   4200.0       1.1690       1.7645       338.00      0.50000       8.6407       440.60       19.646      0.50992E-04
 13  0.72343E-05   26.303      0.10000E-02   4400.0       1.1690       1.7645       338.00      0.50000       9.9620       484.71       21.620      0.48656E-04
 14  0.69198E-05   26.303      0.10000E-02   4600.0       1.1690       1.7645       338.00      0.50000       11.417       531.10       23.701      0.46517E-04
 15  0.66315E-05   26.303      0.10000E-02   4800.0       1.1690       1.7645       338.00      0.50000       13.014       579.80       25.890      0.44552E-04
 16  0.63662E-05   26.303      0.10000E-02   5000.0       1.1690       1.7645       338.00      0.50000       14.761       630.86       28.191      0.42739E-04
 17  0.61213E-05   26.303      0.10000E-02   5200.0       1.1690       1.7645       338.00      0.50000       16.666       684.32       30.605      0.41061E-04
 18  0.58946E-05   26.303      0.10000E-02   5400.0       1.1690       1.7645       338.00      0.50000       18.739       740.23       33.137      0.39503E-04
 19  0.56841E-05   26.303      0.10000E-02   5600.0       1.1690       1.7645       338.00      0.50000       20.988       798.63       35.790      0.38051E-04
 20  0.54881E-05   26.303      0.10000E-02   5800.0       1.1690       1.7645       338.00      0.50000       23.424       859.58       38.567      0.36696E-04
 21  0.53052E-05   26.303      0.10000E-02   6000.0       1.1690       1.7645       338.00      0.50000       26.058       923.14       41.472      0.35427E-04
 22  0.51340E-05   26.303      0.10000E-02   6200.0       1.1690       1.7645       338.00      0.50000       28.900       989.37       44.511      0.34235E-04
 23  0.49736E-05   26.303      0.10000E-02   6400.0       1.1690       1.7645       338.00      0.50000       31.964       1058.3       47.694      0.33110E-04
 24  0.48229E-05   26.303      0.10000E-02   6600.0       1.1690       1.7645       338.00      0.50000       35.273       1130.1       51.035      0.32039E-04
 25  0.46810E-05   26.303      0.10000E-02   6800.0       1.1690       1.7645       338.00      0.50000       38.851       1204.7       54.558      0.31010E-04
 26  0.45473E-05   26.303      0.10000E-02   7000.0       1.1690       1.7645       338.00      0.50000       42.735       1282.3       58.298      0.30006E-04
 27  0.44210E-05   26.303      0.10000E-02   7200.0       1.1690       1.7645       338.00      0.50000       46.970       1362.9       62.296      0.29016E-04
 28  0.43015E-05   26.303      0.10000E-02   7400.0       1.1690       1.7645       338.00      0.50000       51.614       1446.4       66.605      0.28024E-04
 29  0.41883E-05   26.303      0.10000E-02   7600.0       1.1690       1.7645       338.00      0.50000       56.740       1533.1       71.294      0.27020E-04
 30  0.40809E-05   26.303      0.10000E-02   7800.0       1.1690       1.7645       338.00      0.50000       62.438       1622.9       76.441      0.25993E-04
 31  0.39789E-05   26.303      0.10000E-02   8000.0       1.1690       1.7645       338.00      0.50000       68.818       1715.9       82.145      0.24934E-04
 32  0.38818E-05   26.303      0.10000E-02   8200.0       1.1690       1.7645       338.00      0.50000       75.978       1811.7       88.480      0.23845E-04
 33  0.37894E-05   26.303      0.10000E-02   8400.0       1.1690       1.7645       338.00      0.50000       83.906       1909.2       95.386      0.22753E-04
 34  0.37013E-05   26.303      0.10000E-02   8600.0       1.1690       1.7645       338.00      0.50000       92.282       2005.0       102.47      0.21726E-04
 35  0.36172E-05   26.303      0.10000E-02   8800.0       1.1690       1.7645       338.00      0.50000       100.71       2096.0       109.29      0.20812E-04
 36  0.35368E-05   26.303      0.10000E-02   9000.0       1.1690       1.7645       338.00      0.50000       109.15       2182.0       115.81      0.19991E-04
