Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.13642E-01   22.404       1.0000       2000.0       1.1690       1.7645       338.00      0.50000      0.66376       79.464       3.1692      0.11972    
  2  0.12402E-01   22.404       1.0000       2200.0       1.1690       1.7645       338.00      0.50000      0.88224       96.952       3.8294      0.10989    
  3  0.11368E-01   22.404       1.0000       2400.0       1.1690       1.7645       338.00      0.50000       1.1445       116.22       4.5537      0.10155    
  4  0.10494E-01   22.404       1.0000       2600.0       1.1690       1.7645       338.00      0.50000       1.4547       137.30       5.3429      0.94380E-01
  5  0.97442E-02   22.404       1.0000       2800.0       1.1690       1.7645       338.00      0.50000       1.8173       160.18       6.1978      0.88145E-01
  6  0.90946E-02   22.404       1.0000       3000.0       1.1690       1.7645       338.00      0.50000       2.2366       184.91       7.1192      0.82674E-01
  7  0.85262E-02   22.404       1.0000       3200.0       1.1690       1.7645       338.00      0.50000       2.7171       211.48       8.1083      0.77832E-01
  8  0.80246E-02   22.404       1.0000       3400.0       1.1690       1.7645       338.00      0.50000       3.2636       239.93       9.1661      0.73517E-01
  9  0.75788E-02   22.404       1.0000       3600.0       1.1690       1.7645       338.00      0.50000       3.8807       270.27       10.294      0.69645E-01
 10  0.71799E-02   22.404       1.0000       3800.0       1.1690       1.7645       338.00      0.50000       4.5735       302.54       11.493      0.66150E-01
 11  0.68209E-02   22.404       1.0000       4000.0       1.1690       1.7645       338.00      0.50000       5.3470       336.75       12.765      0.62979E-01
 12  0.64961E-02   22.404       1.0000       4200.0       1.1690       1.7645       338.00      0.50000       6.2064       372.94       14.111      0.60089E-01
 13  0.62008E-02   22.404       1.0000       4400.0       1.1690       1.7645       338.00      0.50000       7.1572       411.13       15.533      0.57442E-01
 14  0.59312E-02   22.404       1.0000       4600.0       1.1690       1.7645       338.00      0.50000       8.2050       451.35       17.033      0.55008E-01
 15  0.56841E-02   22.404       1.0000       4800.0       1.1690       1.7645       338.00      0.50000       9.3556       493.63       18.612      0.52763E-01
 16  0.54567E-02   22.404       1.0000       5000.0       1.1690       1.7645       338.00      0.50000       10.615       538.01       20.273      0.50684E-01
 17  0.52469E-02   22.404       1.0000       5200.0       1.1690       1.7645       338.00      0.50000       11.991       584.52       22.020      0.48746E-01
 18  0.50525E-02   22.404       1.0000       5400.0       1.1690       1.7645       338.00      0.50000       13.496       633.17       23.865      0.46917E-01
 19  0.48721E-02   22.404       1.0000       5600.0       1.1690       1.7645       338.00      0.50000       15.146       683.99       25.827      0.45160E-01
 20  0.47041E-02   22.404       1.0000       5800.0       1.1690       1.7645       338.00      0.50000       16.967       736.98       27.935      0.43437E-01
 21  0.45473E-02   22.404       1.0000       6000.0       1.1690       1.7645       338.00      0.50000       18.990       792.14       30.223      0.41713E-01
 22  0.44006E-02   22.404       1.0000       6200.0       1.1690       1.7645       338.00      0.50000       21.257       849.42       32.740      0.39960E-01
 23  0.42631E-02   22.404       1.0000       6400.0       1.1690       1.7645       338.00      0.50000       23.818       908.78       35.538      0.38155E-01
 24  0.41339E-02   22.404       1.0000       6600.0       1.1690       1.7645       338.00      0.50000       26.735       970.13       38.682      0.36287E-01
 25  0.40123E-02   22.404       1.0000       6800.0       1.1690       1.7645       338.00      0.50000       30.077       1033.3       42.238      0.34356E-01
 26  0.38977E-02   22.404       1.0000       7000.0       1.1690       1.7645       338.00      0.50000       33.916       1098.2       46.268      0.32379E-01
 27  0.37894E-02   22.404       1.0000       7200.0       1.1690       1.7645       338.00      0.50000       38.026       1162.0       50.434      0.30558E-01
 28  0.36870E-02   22.404       1.0000       7400.0       1.1690       1.7645       338.00      0.50000       42.209       1223.0       54.468      0.28975E-01
 29  0.35900E-02   22.404       1.0000       7600.0       1.1690       1.7645       338.00      0.50000       46.460       1281.0       58.377      0.27571E-01
 30  0.34979E-02   22.404       1.0000       7800.0       1.1690       1.7645       338.00      0.50000       50.812       1335.8       62.207      0.26289E-01
 31  0.34105E-02   22.404       1.0000       8000.0       1.1690       1.7645       338.00      0.50000       55.280       1387.4       65.986      0.25098E-01
