Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.14469E-01   23.507       1.0000       2200.0       1.1690       1.7645       338.00      0.50000      0.80814       83.887       3.5078      0.10380    
  2  0.13263E-01   23.507       1.0000       2400.0       1.1690       1.7645       338.00      0.50000       1.0486       100.51       4.1721      0.95850E-01
  3  0.12243E-01   23.507       1.0000       2600.0       1.1690       1.7645       338.00      0.50000       1.3329       118.66       4.8955      0.89025E-01
  4  0.11368E-01   23.507       1.0000       2800.0       1.1690       1.7645       338.00      0.50000       1.6651       138.37       5.6787      0.83101E-01
  5  0.10610E-01   23.507       1.0000       3000.0       1.1690       1.7645       338.00      0.50000       2.0491       159.64       6.5224      0.77910E-01
  6  0.99472E-02   23.507       1.0000       3200.0       1.1690       1.7645       338.00      0.50000       2.4889       182.50       7.4274      0.73323E-01
  7  0.93621E-02   23.507       1.0000       3400.0       1.1690       1.7645       338.00      0.50000       2.9888       206.94       8.3945      0.69239E-01
  8  0.88419E-02   23.507       1.0000       3600.0       1.1690       1.7645       338.00      0.50000       3.5530       233.00       9.4248      0.65578E-01
  9  0.83766E-02   23.507       1.0000       3800.0       1.1690       1.7645       338.00      0.50000       4.1859       260.69       10.519      0.62279E-01
 10  0.79577E-02   23.507       1.0000       4000.0       1.1690       1.7645       338.00      0.50000       4.8920       290.04       11.679      0.59288E-01
 11  0.75788E-02   23.507       1.0000       4200.0       1.1690       1.7645       338.00      0.50000       5.6759       321.05       12.905      0.56564E-01
 12  0.72343E-02   23.507       1.0000       4400.0       1.1690       1.7645       338.00      0.50000       6.5425       353.76       14.199      0.54071E-01
 13  0.69198E-02   23.507       1.0000       4600.0       1.1690       1.7645       338.00      0.50000       7.4968       388.20       15.563      0.51782E-01
 14  0.66315E-02   23.507       1.0000       4800.0       1.1690       1.7645       338.00      0.50000       8.5438       424.39       16.997      0.49672E-01
 15  0.63662E-02   23.507       1.0000       5000.0       1.1690       1.7645       338.00      0.50000       9.6891       462.36       18.505      0.47719E-01
 16  0.61213E-02   23.507       1.0000       5200.0       1.1690       1.7645       338.00      0.50000       10.938       502.14       20.087      0.45907E-01
 17  0.58946E-02   23.507       1.0000       5400.0       1.1690       1.7645       338.00      0.50000       12.297       543.77       21.746      0.44220E-01
 18  0.56841E-02   23.507       1.0000       5600.0       1.1690       1.7645       338.00      0.50000       13.772       587.30       23.484      0.42645E-01
 19  0.54881E-02   23.507       1.0000       5800.0       1.1690       1.7645       338.00      0.50000       15.369       632.75       25.304      0.41171E-01
 20  0.53052E-02   23.507       1.0000       6000.0       1.1690       1.7645       338.00      0.50000       17.095       680.18       27.208      0.39788E-01
 21  0.51340E-02   23.507       1.0000       6200.0       1.1690       1.7645       338.00      0.50000       18.958       729.64       29.199      0.38487E-01
 22  0.49736E-02   23.507       1.0000       6400.0       1.1690       1.7645       338.00      0.50000       20.966       781.17       31.283      0.37259E-01
 23  0.48229E-02   23.507       1.0000       6600.0       1.1690       1.7645       338.00      0.50000       23.131       834.84       33.467      0.36093E-01
 24  0.46810E-02   23.507       1.0000       6800.0       1.1690       1.7645       338.00      0.50000       25.469       890.71       35.766      0.34972E-01
 25  0.45473E-02   23.507       1.0000       7000.0       1.1690       1.7645       338.00      0.50000       28.003       948.81       38.201      0.33883E-01
 26  0.44210E-02   23.507       1.0000       7200.0       1.1690       1.7645       338.00      0.50000       30.762       1009.2       40.800      0.32807E-01
 27  0.43015E-02   23.507       1.0000       7400.0       1.1690       1.7645       338.00      0.50000       33.784       1072.0       43.597      0.31730E-01
 28  0.41883E-02   23.507       1.0000       7600.0       1.1690       1.7645       338.00      0.50000       37.118       1137.2       46.638      0.30637E-01
 29  0.40809E-02   23.507       1.0000       7800.0       1.1690       1.7645       338.00      0.50000       40.822       1204.8       49.978      0.29514E-01
 30  0.39789E-02   23.507       1.0000       8000.0       1.1690       1.7645       338.00      0.50000       44.973       1275.0       53.683      0.28350E-01
 31  0.38818E-02   23.507       1.0000       8200.0       1.1690       1.7645       338.00      0.50000       49.654       1347.7       57.824      0.27141E-01
 32  0.37894E-02   23.507       1.0000       8400.0       1.1690       1.7645       338.00      0.50000       54.914       1422.3       62.427      0.25901E-01
 33  0.37013E-02   23.507       1.0000       8600.0       1.1690       1.7645       338.00      0.50000       60.684       1497.5       67.382      0.24677E-01
 34  0.36172E-02   23.507       1.0000       8800.0       1.1690       1.7645       338.00      0.50000       66.656       1570.3       72.332      0.23558E-01
 35  0.35368E-02   23.507       1.0000       9000.0       1.1690       1.7645       338.00      0.50000       72.659       1639.3       77.093      0.22561E-01
 36  0.34599E-02   23.507       1.0000       9200.0       1.1690       1.7645       338.00      0.50000       78.671       1704.1       81.658      0.21662E-01
 37  0.33863E-02   23.507       1.0000       9400.0       1.1690       1.7645       338.00      0.50000       84.715       1765.0       86.061      0.20834E-01
 38  0.33157E-02   23.507       1.0000       9600.0       1.1690       1.7645       338.00      0.50000       90.830       1821.8       90.351      0.20057E-01
 39  0.32481E-02   23.507       1.0000       9800.0       1.1690       1.7645       338.00      0.50000       97.040       1874.5       94.557      0.19317E-01
 40  0.31831E-02   23.507       1.0000       10000.       1.1690       1.7645       338.00      0.50000       103.42       1923.4       98.762      0.18598E-01
