Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
 20  0.53052E-05   23.507      0.10000E-02   6000.0       1.1690       1.7645       338.00      0.50000       17.082       696.17       27.187      0.40754E-04
 21  0.51340E-05   23.507      0.10000E-02   6200.0       1.1690       1.7645       338.00      0.50000       18.944       746.19       29.178      0.39390E-04
 22  0.49736E-05   23.507      0.10000E-02   6400.0       1.1690       1.7645       338.00      0.50000       20.951       798.30       31.260      0.38104E-04
 23  0.48229E-05   23.507      0.10000E-02   6600.0       1.1690       1.7645       338.00      0.50000       23.114       852.55       33.443      0.36885E-04
 24  0.46810E-05   23.507      0.10000E-02   6800.0       1.1690       1.7645       338.00      0.50000       25.451       908.99       35.741      0.35716E-04
 25  0.45473E-05   23.507      0.10000E-02   7000.0       1.1690       1.7645       338.00      0.50000       27.983       967.68       38.174      0.34582E-04
 26  0.44210E-05   23.507      0.10000E-02   7200.0       1.1690       1.7645       338.00      0.50000       30.740       1028.7       40.770      0.33465E-04
 27  0.43015E-05   23.507      0.10000E-02   7400.0       1.1690       1.7645       338.00      0.50000       33.759       1092.0       43.564      0.32348E-04
 28  0.41883E-05   23.507      0.10000E-02   7600.0       1.1690       1.7645       338.00      0.50000       37.088       1157.8       46.601      0.31218E-04
 29  0.40809E-05   23.507      0.10000E-02   7800.0       1.1690       1.7645       338.00      0.50000       40.789       1226.1       49.936      0.30060E-04
 30  0.39789E-05   23.507      0.10000E-02   8000.0       1.1690       1.7645       338.00      0.50000       44.934       1296.9       53.636      0.28862E-04
 31  0.38818E-05   23.507      0.10000E-02   8200.0       1.1690       1.7645       338.00      0.50000       49.608       1370.2       57.771      0.27620E-04
 32  0.37894E-05   23.507      0.10000E-02   8400.0       1.1690       1.7645       338.00      0.50000       54.861       1445.4       62.367      0.26347E-04
 33  0.37013E-05   23.507      0.10000E-02   8600.0       1.1690       1.7645       338.00      0.50000       60.629       1521.3       67.322      0.25092E-04
 34  0.36172E-05   23.507      0.10000E-02   8800.0       1.1690       1.7645       338.00      0.50000       66.605       1594.8       72.276      0.23944E-04
 35  0.35368E-05   23.507      0.10000E-02   9000.0       1.1690       1.7645       338.00      0.50000       72.610       1664.4       77.041      0.22922E-04
 36  0.34599E-05   23.507      0.10000E-02   9200.0       1.1690       1.7645       338.00      0.50000       78.622       1729.8       81.607      0.22001E-04
 37  0.33863E-05   23.507      0.10000E-02   9400.0       1.1690       1.7645       338.00      0.50000       84.665       1791.1       86.010      0.21155E-04
 38  0.33157E-05   23.507      0.10000E-02   9600.0       1.1690       1.7645       338.00      0.50000       90.779       1848.3       90.299      0.20361E-04
 39  0.32481E-05   23.507      0.10000E-02   9800.0       1.1690       1.7645       338.00      0.50000       96.987       1901.5       94.506      0.19606E-04
 40  0.31831E-05   23.507      0.10000E-02   10000.       1.1690       1.7645       338.00      0.50000       103.37       1950.8       98.710      0.18872E-04
