Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.15915E-01   17.016       1.0000       2000.0       1.1690       1.7645       338.00      0.50000      0.34870       45.502       1.6649      0.13049    
  2  0.14469E-01   17.016       1.0000       2200.0       1.1690       1.7645       338.00      0.50000      0.46283       55.564       2.0089      0.12005    
  3  0.13263E-01   17.016       1.0000       2400.0       1.1690       1.7645       338.00      0.50000      0.59955       66.649       2.3855      0.11116    
  4  0.12243E-01   17.016       1.0000       2600.0       1.1690       1.7645       338.00      0.50000      0.76098       78.764       2.7949      0.10350    
  5  0.11368E-01   17.016       1.0000       2800.0       1.1690       1.7645       338.00      0.50000      0.94924       91.916       3.2374      0.96831E-01
  6  0.10610E-01   17.016       1.0000       3000.0       1.1690       1.7645       338.00      0.50000       1.1665       106.11       3.7132      0.90965E-01
  7  0.99472E-02   17.016       1.0000       3200.0       1.1690       1.7645       338.00      0.50000       1.4150       121.36       4.2226      0.85768E-01
  8  0.93621E-02   17.016       1.0000       3400.0       1.1690       1.7645       338.00      0.50000       1.6970       137.67       4.7662      0.81129E-01
  9  0.88419E-02   17.016       1.0000       3600.0       1.1690       1.7645       338.00      0.50000       2.0147       155.06       5.3442      0.76963E-01
 10  0.83766E-02   17.016       1.0000       3800.0       1.1690       1.7645       338.00      0.50000       2.3706       173.53       5.9572      0.73200E-01
 11  0.79577E-02   17.016       1.0000       4000.0       1.1690       1.7645       338.00      0.50000       2.7670       193.09       6.6057      0.69784E-01
 12  0.75788E-02   17.016       1.0000       4200.0       1.1690       1.7645       338.00      0.50000       3.2064       213.76       7.2901      0.66667E-01
 13  0.72343E-02   17.016       1.0000       4400.0       1.1690       1.7645       338.00      0.50000       3.6913       235.55       8.0112      0.63812E-01
 14  0.69198E-02   17.016       1.0000       4600.0       1.1690       1.7645       338.00      0.50000       4.2244       258.48       8.7696      0.61187E-01
 15  0.66315E-02   17.016       1.0000       4800.0       1.1690       1.7645       338.00      0.50000       4.8084       282.56       9.5661      0.58764E-01
 16  0.63662E-02   17.016       1.0000       5000.0       1.1690       1.7645       338.00      0.50000       5.4461       307.81       10.401      0.56520E-01
 17  0.61213E-02   17.016       1.0000       5200.0       1.1690       1.7645       338.00      0.50000       6.1404       334.25       11.276      0.54436E-01
 18  0.58946E-02   17.016       1.0000       5400.0       1.1690       1.7645       338.00      0.50000       6.8942       361.91       12.192      0.52494E-01
 19  0.56841E-02   17.016       1.0000       5600.0       1.1690       1.7645       338.00      0.50000       7.7109       390.79       13.149      0.50680E-01
 20  0.54881E-02   17.016       1.0000       5800.0       1.1690       1.7645       338.00      0.50000       8.5936       420.93       14.149      0.48982E-01
 21  0.53052E-02   17.016       1.0000       6000.0       1.1690       1.7645       338.00      0.50000       9.5458       452.35       15.193      0.47387E-01
 22  0.51340E-02   17.016       1.0000       6200.0       1.1690       1.7645       338.00      0.50000       10.571       485.08       16.282      0.45887E-01
 23  0.49736E-02   17.016       1.0000       6400.0       1.1690       1.7645       338.00      0.50000       11.674       519.15       17.418      0.44473E-01
 24  0.48229E-02   17.016       1.0000       6600.0       1.1690       1.7645       338.00      0.50000       12.857       554.60       18.602      0.43137E-01
 25  0.46810E-02   17.016       1.0000       6800.0       1.1690       1.7645       338.00      0.50000       14.126       591.47       19.837      0.41872E-01
 26  0.45473E-02   17.016       1.0000       7000.0       1.1690       1.7645       338.00      0.50000       15.485       629.79       21.124      0.40672E-01
 27  0.44210E-02   17.016       1.0000       7200.0       1.1690       1.7645       338.00      0.50000       16.938       669.61       22.465      0.39532E-01
 28  0.43015E-02   17.016       1.0000       7400.0       1.1690       1.7645       338.00      0.50000       18.492       710.99       23.864      0.38448E-01
 29  0.41883E-02   17.016       1.0000       7600.0       1.1690       1.7645       338.00      0.50000       20.154       753.98       25.323      0.37411E-01
 30  0.40809E-02   17.016       1.0000       7800.0       1.1690       1.7645       338.00      0.50000       21.934       798.63       26.853      0.36411E-01
 31  0.39789E-02   17.016       1.0000       8000.0       1.1690       1.7645       338.00      0.50000       23.850       845.02       28.468      0.35431E-01
