Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.47746       27.394       27.000       1800.0       1.1690       1.7645       338.00      0.50000      0.11358       1.7290      0.60256      0.41101    
  2  0.42972       27.394       27.000       2000.0       1.1690       1.7645       338.00      0.50000      0.40038       11.059       1.9117      0.74574    
  3  0.39065       27.394       27.000       2200.0       1.1690       1.7645       338.00      0.50000      0.75376       22.032       3.2718      0.78921    
  4  0.35810       27.394       27.000       2400.0       1.1690       1.7645       338.00      0.50000       1.1798       34.721       4.6944      0.79458    
  5  0.33055       27.394       27.000       2600.0       1.1690       1.7645       338.00      0.50000       1.6852       49.197       6.1894      0.78823    
  6  0.30694       27.394       27.000       2800.0       1.1690       1.7645       338.00      0.50000       2.2767       65.527       7.7647      0.77710    
  7  0.28648       27.394       27.000       3000.0       1.1690       1.7645       338.00      0.50000       2.9616       83.777       9.4271      0.76377    
  8  0.26857       27.394       27.000       3200.0       1.1690       1.7645       338.00      0.50000       3.7472       104.01       11.182      0.74940    
  9  0.25278       27.394       27.000       3400.0       1.1690       1.7645       338.00      0.50000       4.6411       126.27       13.035      0.73459    
 10  0.23873       27.394       27.000       3600.0       1.1690       1.7645       338.00      0.50000       5.6510       150.63       14.990      0.71967    
 11  0.22617       27.394       27.000       3800.0       1.1690       1.7645       338.00      0.50000       6.7851       177.12       17.051      0.70483    
 12  0.21486       27.394       27.000       4000.0       1.1690       1.7645       338.00      0.50000       8.0516       205.82       19.222      0.69018    
 13  0.20463       27.394       27.000       4200.0       1.1690       1.7645       338.00      0.50000       9.4590       236.75       21.506      0.67579    
 14  0.19533       27.394       27.000       4400.0       1.1690       1.7645       338.00      0.50000       11.016       269.98       23.908      0.66172    
 15  0.18683       27.394       27.000       4600.0       1.1690       1.7645       338.00      0.50000       12.732       305.56       26.431      0.64797    
 16  0.17905       27.394       27.000       4800.0       1.1690       1.7645       338.00      0.50000       14.617       343.53       29.079      0.63458    
 17  0.17189       27.394       27.000       5000.0       1.1690       1.7645       338.00      0.50000       16.679       383.96       31.855      0.62154    
 18  0.16528       27.394       27.000       5200.0       1.1690       1.7645       338.00      0.50000       18.930       426.88       34.764      0.60885    
 19  0.15915       27.394       27.000       5400.0       1.1690       1.7645       338.00      0.50000       21.381       472.37       37.810      0.59651    
 20  0.15347       27.394       27.000       5600.0       1.1690       1.7645       338.00      0.50000       24.042       520.48       40.997      0.58452    
 21  0.14818       27.394       27.000       5800.0       1.1690       1.7645       338.00      0.50000       26.926       571.28       44.331      0.57286    
 22  0.14324       27.394       27.000       6000.0       1.1690       1.7645       338.00      0.50000       30.044       624.84       47.817      0.56152    
 23  0.13862       27.394       27.000       6200.0       1.1690       1.7645       338.00      0.50000       33.412       681.23       51.461      0.55050    
 24  0.13429       27.394       27.000       6400.0       1.1690       1.7645       338.00      0.50000       37.043       740.52       55.272      0.53975    
 25  0.13022       27.394       27.000       6600.0       1.1690       1.7645       338.00      0.50000       40.961       802.80       59.265      0.52917    
 26  0.12639       27.394       27.000       6800.0       1.1690       1.7645       338.00      0.50000       45.197       868.13       63.470      0.51861    
 27  0.12278       27.394       27.000       7000.0       1.1690       1.7645       338.00      0.50000       49.791       936.57       67.924      0.50787    
 28  0.11937       27.394       27.000       7200.0       1.1690       1.7645       338.00      0.50000       54.799       1008.2       72.680      0.49674    
 29  0.11614       27.394       27.000       7400.0       1.1690       1.7645       338.00      0.50000       60.290       1083.0       77.800      0.48502    
 30  0.11308       27.394       27.000       7600.0       1.1690       1.7645       338.00      0.50000       66.350       1161.1       83.367      0.47250    
 31  0.11018       27.394       27.000       7800.0       1.1690       1.7645       338.00      0.50000       73.087       1242.5       89.478      0.45902    
