Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.42972       16.326       27.000       2000.0       1.1690       1.7645       338.00      0.50000     -0.42391      -19.596      -2.0240       1.2481    
  2  0.39065       16.326       27.000       2200.0       1.1690       1.7645       338.00      0.50000     -0.45839      -20.844      -1.9897       1.2277    
  3  0.35810       16.326       27.000       2400.0       1.1690       1.7645       338.00      0.50000     -0.41778      -19.498      -1.6623       1.2601    
  4  0.33055       16.326       27.000       2600.0       1.1690       1.7645       338.00      0.50000     -0.31803      -15.999      -1.1681       1.3583    
  5  0.30694       16.326       27.000       2800.0       1.1690       1.7645       338.00      0.50000     -0.18413      -11.409     -0.62797       1.6729    
  6  0.28648       16.326       27.000       3000.0       1.1690       1.7645       338.00      0.50000     -0.22359E-01  -6.0354     -0.71169E-01   7.2883    
  7  0.26857       16.326       27.000       3200.0       1.1690       1.7645       338.00      0.50000      0.16687      0.57911E-01  0.49797      0.93701E-02
  8  0.25278       16.326       27.000       3400.0       1.1690       1.7645       338.00      0.50000      0.38475       6.8720       1.0806      0.48225    
  9  0.23873       16.326       27.000       3600.0       1.1690       1.7645       338.00      0.50000      0.63284       14.420       1.6787      0.61524    
 10  0.22617       16.326       27.000       3800.0       1.1690       1.7645       338.00      0.50000      0.91302       22.724       2.2944      0.67199    
 11  0.21486       16.326       27.000       4000.0       1.1690       1.7645       338.00      0.50000       1.2272       31.804       2.9298      0.69970    
 12  0.20463       16.326       27.000       4200.0       1.1690       1.7645       338.00      0.50000       1.5776       41.683       3.5868      0.71341    
 13  0.19533       16.326       27.000       4400.0       1.1690       1.7645       338.00      0.50000       1.9661       52.384       4.2670      0.71938    
 14  0.18683       16.326       27.000       4600.0       1.1690       1.7645       338.00      0.50000       2.3951       63.929       4.9721      0.72067    
 15  0.17905       16.326       27.000       4800.0       1.1690       1.7645       338.00      0.50000       2.8669       76.341       5.7035      0.71897    
 16  0.17189       16.326       27.000       5000.0       1.1690       1.7645       338.00      0.50000       3.3838       89.643       6.4626      0.71527    
 17  0.16528       16.326       27.000       5200.0       1.1690       1.7645       338.00      0.50000       3.9484       103.86       7.2509      0.71021    
 18  0.15915       16.326       27.000       5400.0       1.1690       1.7645       338.00      0.50000       4.5632       119.01       8.0694      0.70417    
 19  0.15347       16.326       27.000       5600.0       1.1690       1.7645       338.00      0.50000       5.2308       135.12       8.9198      0.69746    
 20  0.14818       16.326       27.000       5800.0       1.1690       1.7645       338.00      0.50000       5.9542       152.22       9.8032      0.69026    
 21  0.14324       16.326       27.000       6000.0       1.1690       1.7645       338.00      0.50000       6.7362       170.33       10.721      0.68271    
 22  0.13862       16.326       27.000       6200.0       1.1690       1.7645       338.00      0.50000       7.5800       189.48       11.675      0.67493    
 23  0.13429       16.326       27.000       6400.0       1.1690       1.7645       338.00      0.50000       8.4889       209.70       12.666      0.66698    
 24  0.13022       16.326       27.000       6600.0       1.1690       1.7645       338.00      0.50000       9.4662       231.02       13.696      0.65893    
 25  0.12639       16.326       27.000       6800.0       1.1690       1.7645       338.00      0.50000       10.516       253.47       14.767      0.65082    
 26  0.12278       16.326       27.000       7000.0       1.1690       1.7645       338.00      0.50000       11.641       277.10       15.881      0.64268    
 27  0.11937       16.326       27.000       7200.0       1.1690       1.7645       338.00      0.50000       12.847       301.93       17.039      0.63454    
 28  0.11614       16.326       27.000       7400.0       1.1690       1.7645       338.00      0.50000       14.138       328.02       18.245      0.62642    
 29  0.11308       16.326       27.000       7600.0       1.1690       1.7645       338.00      0.50000       15.519       355.41       19.500      0.61833    
 30  0.11018       16.326       27.000       7800.0       1.1690       1.7645       338.00      0.50000       16.996       384.15       20.808      0.61026    
 31  0.10743       16.326       27.000       8000.0       1.1690       1.7645       338.00      0.50000       18.579       414.30       22.177      0.60209    
