Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.17684E-01   27.390       1.0000       1800.0       1.1690       1.7645       338.00      0.50000      0.78184       82.153       4.1478      0.10508    
  2  0.15915E-01   27.390       1.0000       2000.0       1.1690       1.7645       338.00      0.50000       1.0716       102.20       5.1163      0.95376E-01
  3  0.14469E-01   27.390       1.0000       2200.0       1.1690       1.7645       338.00      0.50000       1.4256       124.47       6.1881      0.87311E-01
  4  0.13263E-01   27.390       1.0000       2400.0       1.1690       1.7645       338.00      0.50000       1.8508       148.99       7.3642      0.80498E-01
  5  0.12243E-01   27.390       1.0000       2600.0       1.1690       1.7645       338.00      0.50000       2.3539       175.76       8.6455      0.74665E-01
  6  0.11368E-01   27.390       1.0000       2800.0       1.1690       1.7645       338.00      0.50000       2.9419       204.80       10.033      0.69614E-01
  7  0.10610E-01   27.390       1.0000       3000.0       1.1690       1.7645       338.00      0.50000       3.6219       236.13       11.529      0.65197E-01
  8  0.99472E-02   27.390       1.0000       3200.0       1.1690       1.7645       338.00      0.50000       4.4010       269.78       13.133      0.61300E-01
  9  0.93621E-02   27.390       1.0000       3400.0       1.1690       1.7645       338.00      0.50000       5.2867       305.76       14.848      0.57836E-01
 10  0.88419E-02   27.390       1.0000       3600.0       1.1690       1.7645       338.00      0.50000       6.2866       344.10       16.676      0.54735E-01
 11  0.83766E-02   27.390       1.0000       3800.0       1.1690       1.7645       338.00      0.50000       7.4085       384.83       18.617      0.51944E-01
 12  0.79577E-02   27.390       1.0000       4000.0       1.1690       1.7645       338.00      0.50000       8.6603       427.97       20.675      0.49417E-01
 13  0.75788E-02   27.390       1.0000       4200.0       1.1690       1.7645       338.00      0.50000       10.050       473.55       22.851      0.47118E-01
 14  0.72343E-02   27.390       1.0000       4400.0       1.1690       1.7645       338.00      0.50000       11.587       521.62       25.148      0.45016E-01
 15  0.69198E-02   27.390       1.0000       4600.0       1.1690       1.7645       338.00      0.50000       13.280       572.20       27.568      0.43088E-01
 16  0.66315E-02   27.390       1.0000       4800.0       1.1690       1.7645       338.00      0.50000       15.137       625.34       30.115      0.41311E-01
 17  0.63662E-02   27.390       1.0000       5000.0       1.1690       1.7645       338.00      0.50000       17.169       681.08       32.791      0.39669E-01
 18  0.61213E-02   27.390       1.0000       5200.0       1.1690       1.7645       338.00      0.50000       19.385       739.46       35.599      0.38145E-01
 19  0.58946E-02   27.390       1.0000       5400.0       1.1690       1.7645       338.00      0.50000       21.796       800.53       38.544      0.36728E-01
 20  0.56841E-02   27.390       1.0000       5600.0       1.1690       1.7645       338.00      0.50000       24.413       864.36       41.629      0.35406E-01
 21  0.54881E-02   27.390       1.0000       5800.0       1.1690       1.7645       338.00      0.50000       27.246       930.99       44.859      0.34169E-01
 22  0.53052E-02   27.390       1.0000       6000.0       1.1690       1.7645       338.00      0.50000       30.309       1000.5       48.239      0.33010E-01
 23  0.51340E-02   27.390       1.0000       6200.0       1.1690       1.7645       338.00      0.50000       33.615       1073.0       51.774      0.31919E-01
 24  0.49736E-02   27.390       1.0000       6400.0       1.1690       1.7645       338.00      0.50000       37.182       1148.4       55.478      0.30887E-01
 25  0.48229E-02   27.390       1.0000       6600.0       1.1690       1.7645       338.00      0.50000       41.033       1226.9       59.369      0.29902E-01
 26  0.46810E-02   27.390       1.0000       6800.0       1.1690       1.7645       338.00      0.50000       45.201       1308.6       63.477      0.28951E-01
 27  0.45473E-02   27.390       1.0000       7000.0       1.1690       1.7645       338.00      0.50000       49.729       1393.5       67.840      0.28022E-01
 28  0.44210E-02   27.390       1.0000       7200.0       1.1690       1.7645       338.00      0.50000       54.670       1481.6       72.508      0.27102E-01
 29  0.43015E-02   27.390       1.0000       7400.0       1.1690       1.7645       338.00      0.50000       60.091       1573.1       77.544      0.26178E-01
 30  0.41883E-02   27.390       1.0000       7600.0       1.1690       1.7645       338.00      0.50000       66.077       1667.9       83.025      0.25241E-01
 31  0.40809E-02   27.390       1.0000       7800.0       1.1690       1.7645       338.00      0.50000       72.733       1766.1       89.045      0.24281E-01
 32  0.39789E-02   27.390       1.0000       8000.0       1.1690       1.7645       338.00      0.50000       80.185       1867.6       95.714      0.23292E-01
 33  0.38818E-02   27.390       1.0000       8200.0       1.1690       1.7645       338.00      0.50000       88.523       1972.1       103.09      0.22277E-01
 34  0.37894E-02   27.390       1.0000       8400.0       1.1690       1.7645       338.00      0.50000       97.675       2077.6       111.04      0.21271E-01
 35  0.37013E-02   27.390       1.0000       8600.0       1.1690       1.7645       338.00      0.50000       107.16       2180.2       118.99      0.20345E-01
 36  0.36172E-02   27.390       1.0000       8800.0       1.1690       1.7645       338.00      0.50000    
 37  0.35368E-02   27.390       1.0000       9000.0       1.1690       1.7645       338.00      0.50000       126.18       2369.1       133.88      0.18776E-01
