Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.57296       31.531       27.000       1800.0       1.1690       1.7645       338.00      0.50000      0.56044E-01  0.56511      0.29732      0.27225    
  2  0.51566       31.531       27.000       2000.0       1.1690       1.7645       338.00      0.50000      0.22761       6.1924       1.0867      0.73458    
  3  0.46878       31.531       27.000       2200.0       1.1690       1.7645       338.00      0.50000      0.43860       12.796       1.9038      0.78770    
  4  0.42972       31.531       27.000       2400.0       1.1690       1.7645       338.00      0.50000      0.69240       20.416       2.7550      0.79613    
  5  0.39666       31.531       27.000       2600.0       1.1690       1.7645       338.00      0.50000      0.99267       29.095       3.6459      0.79138    
  6  0.36833       31.531       27.000       2800.0       1.1690       1.7645       338.00      0.50000       1.3433       38.874       4.5812      0.78136    
  7  0.34377       31.531       27.000       3000.0       1.1690       1.7645       338.00      0.50000       1.7482       49.788       5.5647      0.76895    
  8  0.32229       31.531       27.000       3200.0       1.1690       1.7645       338.00      0.50000       2.2115       61.873       6.5995      0.75540    
  9  0.30333       31.531       27.000       3400.0       1.1690       1.7645       338.00      0.50000       2.7374       75.161       7.6883      0.74134    
 10  0.28648       31.531       27.000       3600.0       1.1690       1.7645       338.00      0.50000       3.3301       89.681       8.8334      0.72711    
 11  0.27140       31.531       27.000       3800.0       1.1690       1.7645       338.00      0.50000       3.9940       105.46       10.037      0.71293    
 12  0.25783       31.531       27.000       4000.0       1.1690       1.7645       338.00      0.50000       4.7334       122.52       11.300      0.69890    
 13  0.24555       31.531       27.000       4200.0       1.1690       1.7645       338.00      0.50000       5.5527       140.90       12.625      0.68510    
 14  0.23439       31.531       27.000       4400.0       1.1690       1.7645       338.00      0.50000       6.4565       160.60       14.013      0.67159    
 15  0.22420       31.531       27.000       4600.0       1.1690       1.7645       338.00      0.50000       7.4495       181.65       15.465      0.65839    
 16  0.21486       31.531       27.000       4800.0       1.1690       1.7645       338.00      0.50000       8.5362       204.08       16.982      0.64551    
 17  0.20626       31.531       27.000       5000.0       1.1690       1.7645       338.00      0.50000       9.7214       227.90       18.566      0.63297    
 18  0.19833       31.531       27.000       5200.0       1.1690       1.7645       338.00      0.50000       11.010       253.13       20.219      0.62076    
 19  0.19099       31.531       27.000       5400.0       1.1690       1.7645       338.00      0.50000       12.407       279.80       21.941      0.60889    
 20  0.18417       31.531       27.000       5600.0       1.1690       1.7645       338.00      0.50000       13.918       307.92       23.733      0.59736    
 21  0.17781       31.531       27.000       5800.0       1.1690       1.7645       338.00      0.50000       15.547       337.51       25.597      0.58614    
 22  0.17189       31.531       27.000       6000.0       1.1690       1.7645       338.00      0.50000       17.300       368.59       27.534      0.57525    
 23  0.16634       31.531       27.000       6200.0       1.1690       1.7645       338.00      0.50000       19.183       401.18       29.546      0.56466    
 24  0.16114       31.531       27.000       6400.0       1.1690       1.7645       338.00      0.50000       21.201       435.31       31.633      0.55438    
 25  0.15626       31.531       27.000       6600.0       1.1690       1.7645       338.00      0.50000       23.360       470.99       33.799      0.54438    
 26  0.15167       31.531       27.000       6800.0       1.1690       1.7645       338.00      0.50000       25.666       508.24       36.042      0.53466    
 27  0.14733       31.531       27.000       7000.0       1.1690       1.7645       338.00      0.50000       28.124       547.08       38.367      0.52522    
 28  0.14324       31.531       27.000       7200.0       1.1690       1.7645       338.00      0.50000       30.744       587.54       40.775      0.51600    
 29  0.13937       31.531       27.000       7400.0       1.1690       1.7645       338.00      0.50000       33.534       629.63       43.274      0.50694    
 30  0.13570       31.531       27.000       7600.0       1.1690       1.7645       338.00      0.50000       36.509       673.34       45.873      0.49797    
 31  0.13222       31.531       27.000       7800.0       1.1690       1.7645       338.00      0.50000       39.684       718.69       48.584      0.48898    
 32  0.12892       31.531       27.000       8000.0       1.1690       1.7645       338.00      0.50000       43.081       765.67       51.424      0.47987    
 33  0.12577       31.531       27.000       8200.0       1.1690       1.7645       338.00      0.50000       46.723       814.26       54.411      0.47054    
 34  0.12278       31.531       27.000       8400.0       1.1690       1.7645       338.00      0.50000       50.640       864.44       57.569      0.46090    
 35  0.11992       31.531       27.000       8600.0       1.1690       1.7645       338.00      0.50000       54.868       916.20       60.925      0.45085    
 36  0.11720       31.531       27.000       8800.0       1.1690       1.7645       338.00      0.50000       59.447       969.49       64.508      0.44033    
 37  0.11459       31.531       27.000       9000.0       1.1690       1.7645       338.00      0.50000       64.422       1024.2       68.354      0.42927    
