Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.36833       22.404       27.000       2000.0       1.1690       1.7645       338.00      0.50000      0.15191       2.8219      0.72532      0.50155    
  2  0.33485       22.404       27.000       2200.0       1.1690       1.7645       338.00      0.50000      0.40037       10.917       1.7378      0.73623    
  3  0.30694       22.404       27.000       2400.0       1.1690       1.7645       338.00      0.50000      0.69901       20.360       2.7813      0.78642    
  4  0.28333       22.404       27.000       2600.0       1.1690       1.7645       338.00      0.50000       1.0517       31.199       3.8628      0.80095    
  5  0.26309       22.404       27.000       2800.0       1.1690       1.7645       338.00      0.50000       1.4629       43.491       4.9890      0.80270    
  6  0.24555       22.404       27.000       3000.0       1.1690       1.7645       338.00      0.50000       1.9370       57.289       6.1658      0.79855    
  7  0.23021       22.404       27.000       3200.0       1.1690       1.7645       338.00      0.50000       2.4791       72.653       7.3981      0.79126    
  8  0.21666       22.404       27.000       3400.0       1.1690       1.7645       338.00      0.50000       3.0943       89.637       8.6907      0.78215    
  9  0.20463       22.404       27.000       3600.0       1.1690       1.7645       338.00      0.50000       3.7878       108.30       10.047      0.77196    
 10  0.19386       22.404       27.000       3800.0       1.1690       1.7645       338.00      0.50000       4.5651       128.69       11.472      0.76111    
 11  0.18417       22.404       27.000       4000.0       1.1690       1.7645       338.00      0.50000       5.4317       150.85       12.967      0.74985    
 12  0.17540       22.404       27.000       4200.0       1.1690       1.7645       338.00      0.50000       6.3932       174.84       14.536      0.73838    
 13  0.16742       22.404       27.000       4400.0       1.1690       1.7645       338.00      0.50000       7.4553       200.69       16.180      0.72681    
 14  0.16014       22.404       27.000       4600.0       1.1690       1.7645       338.00      0.50000       8.6236       228.44       17.902      0.71524    
 15  0.15347       22.404       27.000       4800.0       1.1690       1.7645       338.00      0.50000       9.9037       258.13       19.703      0.70373    
 16  0.14733       22.404       27.000       5000.0       1.1690       1.7645       338.00      0.50000       11.301       289.78       21.584      0.69233    
 17  0.14167       22.404       27.000       5200.0       1.1690       1.7645       338.00      0.50000       12.822       323.43       23.546      0.68106    
 18  0.13642       22.404       27.000       5400.0       1.1690       1.7645       338.00      0.50000       14.472       359.09       25.593      0.66993    
 19  0.13155       22.404       27.000       5600.0       1.1690       1.7645       338.00      0.50000       16.264       396.79       27.734      0.65872    
 20  0.12701       22.404       27.000       5800.0       1.1690       1.7645       338.00      0.50000       18.218       436.55       29.994      0.64700    
 21  0.12278       22.404       27.000       6000.0       1.1690       1.7645       338.00      0.50000       20.367       478.38       32.415      0.63419    
 22  0.11882       22.404       27.000       6200.0       1.1690       1.7645       338.00      0.50000       22.756       522.28       35.049      0.61969    
 23  0.11510       22.404       27.000       6400.0       1.1690       1.7645       338.00      0.50000       25.445       568.24       37.966      0.60296    
 24  0.11162       22.404       27.000       6600.0       1.1690       1.7645       338.00      0.50000       28.507       616.19       41.246      0.58361    
 25  0.10833       22.404       27.000       6800.0       1.1690       1.7645       338.00      0.50000       32.030       666.06       44.980      0.56146    
 26  0.10524       22.404       27.000       7000.0       1.1690       1.7645       338.00      0.50000       36.098       717.58       49.245      0.53672    
 27  0.10231       22.404       27.000       7200.0       1.1690       1.7645       338.00      0.50000       40.521       768.76       53.743      0.51224    
 28  0.99549E-01   22.404       27.000       7400.0       1.1690       1.7645       338.00      0.50000       45.013       817.55       58.087      0.49039    
 29  0.96929E-01   22.404       27.000       7600.0       1.1690       1.7645       338.00      0.50000       49.524       863.56       62.226      0.47080    
 30  0.94444E-01   22.404       27.000       7800.0       1.1690       1.7645       338.00      0.50000       54.049       906.61       66.170      0.45290    
 31  0.92083E-01   22.404       27.000       8000.0       1.1690       1.7645       338.00      0.50000       58.603       946.64       69.952      0.43615    
