Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.31831E-01   27.408       2.0000       2000.0       1.1690       1.7645       338.00      0.50000       1.0816       96.877       5.1644      0.17913    
  2  0.63662E-01   27.408       4.0000       2000.0       1.1690       1.7645       338.00      0.50000       1.0806       86.467       5.1597      0.32006    
  3  0.95493E-01   27.408       6.0000       2000.0       1.1690       1.7645       338.00      0.50000       1.0750       77.293       5.1329      0.43139    
  4  0.12732       27.408       8.0000       2000.0       1.1690       1.7645       338.00      0.50000       1.0639       69.126       5.0795      0.51982    
  5  0.15916       27.408       10.000       2000.0       1.1690       1.7645       338.00      0.50000       1.0457       61.742       4.9931      0.59041    
  6  0.19099       27.408       12.000       2000.0       1.1690       1.7645       338.00      0.50000       1.0193       54.954       4.8669      0.64695    
  7  0.22282       27.408       14.000       2000.0       1.1690       1.7645       338.00      0.50000      0.98309       48.608       4.6939      0.69222    
  8  0.25465       27.408       16.000       2000.0       1.1690       1.7645       338.00      0.50000      0.93553       42.576       4.4669      0.72816    
  9  0.28648       27.408       18.000       2000.0       1.1690       1.7645       338.00      0.50000      0.87501       36.750       4.1779      0.75599    
 10  0.31831       27.408       20.000       2000.0       1.1690       1.7645       338.00      0.50000      0.79990       31.040       3.8192      0.77611    
 11  0.35014       27.408       22.000       2000.0       1.1690       1.7645       338.00      0.50000      0.70863       25.377       3.3835      0.78785    
 12  0.38197       27.408       24.000       2000.0       1.1690       1.7645       338.00      0.50000      0.59973       19.703       2.8635      0.78847    
 13  0.41380       27.408       26.000       2000.0       1.1690       1.7645       338.00      0.50000      0.47184       13.974       2.2529      0.77002    
 14  0.44564       27.408       28.000       2000.0       1.1690       1.7645       338.00      0.50000      0.32371       8.1567       1.5456      0.70554    
 15  0.47747       27.408       30.000       2000.0       1.1690       1.7645       338.00      0.50000      0.15431       2.2277      0.73677      0.43310    
