Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.39065       23.507       27.000       2200.0       1.1690       1.7645       338.00      0.50000      0.16243       3.0482      0.70505      0.50668    
  2  0.35810       23.507       27.000       2400.0       1.1690       1.7645       338.00      0.50000      0.40038       10.716       1.5930      0.72267    
  3  0.33055       23.507       27.000       2600.0       1.1690       1.7645       338.00      0.50000      0.68340       19.521       2.5100      0.77123    
  4  0.30694       23.507       27.000       2800.0       1.1690       1.7645       338.00      0.50000       1.0150       29.503       3.4617      0.78478    
  5  0.28648       23.507       27.000       3000.0       1.1690       1.7645       338.00      0.50000       1.3990       40.705       4.4533      0.78556    
  6  0.26857       23.507       27.000       3200.0       1.1690       1.7645       338.00      0.50000       1.8394       53.169       5.4891      0.78046    
  7  0.25278       23.507       27.000       3400.0       1.1690       1.7645       338.00      0.50000       2.3403       66.939       6.5730      0.77227    
  8  0.23873       23.507       27.000       3600.0       1.1690       1.7645       338.00      0.50000       2.9060       82.052       7.7083      0.76236    
  9  0.22617       23.507       27.000       3800.0       1.1690       1.7645       338.00      0.50000       3.5409       98.549       8.8982      0.75145    
 10  0.21486       23.507       27.000       4000.0       1.1690       1.7645       338.00      0.50000       4.2497       116.47       10.145      0.73997    
 11  0.20463       23.507       27.000       4200.0       1.1690       1.7645       338.00      0.50000       5.0371       135.85       11.453      0.72819    
 12  0.19533       23.507       27.000       4400.0       1.1690       1.7645       338.00      0.50000       5.9081       156.73       12.822      0.71627    
 13  0.18683       23.507       27.000       4600.0       1.1690       1.7645       338.00      0.50000       6.8677       179.15       14.257      0.70432    
 14  0.17905       23.507       27.000       4800.0       1.1690       1.7645       338.00      0.50000       7.9214       203.15       15.759      0.69242    
 15  0.17189       23.507       27.000       5000.0       1.1690       1.7645       338.00      0.50000       9.0745       228.76       17.331      0.68064    
 16  0.16528       23.507       27.000       5200.0       1.1690       1.7645       338.00      0.50000       10.333       256.03       18.976      0.66900    
 17  0.15915       23.507       27.000       5400.0       1.1690       1.7645       338.00      0.50000       11.703       285.00       20.695      0.65752    
 18  0.15347       23.507       27.000       5600.0       1.1690       1.7645       338.00      0.50000       13.191       315.71       22.493      0.64624    
 19  0.14818       23.507       27.000       5800.0       1.1690       1.7645       338.00      0.50000       14.803       348.22       24.371      0.63515    
 20  0.14324       23.507       27.000       6000.0       1.1690       1.7645       338.00      0.50000       16.546       382.56       26.334      0.62426    
 21  0.13862       23.507       27.000       6200.0       1.1690       1.7645       338.00      0.50000       18.429       418.81       28.384      0.61359    
 22  0.13429       23.507       27.000       6400.0       1.1690       1.7645       338.00      0.50000       20.459       457.00       30.526      0.60311    
 23  0.13022       23.507       27.000       6600.0       1.1690       1.7645       338.00      0.50000       22.645       497.21       32.764      0.59283    
 24  0.12639       23.507       27.000       6800.0       1.1690       1.7645       338.00      0.50000       25.000       539.49       35.108      0.58264    
 25  0.12278       23.507       27.000       7000.0       1.1690       1.7645       338.00      0.50000       27.545       583.90       37.577      0.57234    
 26  0.11937       23.507       27.000       7200.0       1.1690       1.7645       338.00      0.50000       30.307       630.51       40.196      0.56171    
 27  0.11614       23.507       27.000       7400.0       1.1690       1.7645       338.00      0.50000       33.323       679.38       43.001      0.55047    
 28  0.11308       23.507       27.000       7600.0       1.1690       1.7645       338.00      0.50000       36.640       730.54       46.038      0.53834    
 29  0.11018       23.507       27.000       7800.0       1.1690       1.7645       338.00      0.50000       40.319       784.07       49.362      0.52505    
 30  0.10743       23.507       27.000       8000.0       1.1690       1.7645       338.00      0.50000       44.438       840.01       53.044      0.51038    
 31  0.10481       23.507       27.000       8200.0       1.1690       1.7645       338.00      0.50000       49.084       898.36       57.160      0.49417    
 32  0.10231       23.507       27.000       8400.0       1.1690       1.7645       338.00      0.50000       54.331       958.86       61.765      0.47651    
 33  0.99934E-01   23.507       27.000       8600.0       1.1690       1.7645       338.00      0.50000       60.180       1020.7       66.823      0.45795    
 34  0.97663E-01   23.507       27.000       8800.0       1.1690       1.7645       338.00      0.50000       66.368       1081.7       72.019      0.44008    
 35  0.95493E-01   23.507       27.000       9000.0       1.1690       1.7645       338.00      0.50000       72.626       1140.1       77.059      0.42385    
 36  0.93417E-01   23.507       27.000       9200.0       1.1690       1.7645       338.00      0.50000       78.911       1195.4       81.907      0.40903    
 37  0.91429E-01   23.507       27.000       9400.0       1.1690       1.7645       338.00      0.50000       85.214       1247.5       86.567      0.39527    
 38  0.89525E-01   23.507       27.000       9600.0       1.1690       1.7645       338.00      0.50000       91.555       1296.3       91.072      0.38228    
 39  0.87698E-01   23.507       27.000       9800.0       1.1690       1.7645       338.00      0.50000       97.953       1341.7       95.447      0.36982    
 40  0.85944E-01   23.507       27.000       10000.       1.1690       1.7645       338.00      0.50000       104.47       1383.8       99.766      0.35762    
