Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.17684E-01   27.408       1.0000       1800.0       1.1690       1.7645       338.00      0.50000      0.78866       82.528       4.1840      0.10464    
  2  0.15915E-01   27.408       1.0000       2000.0       1.1690       1.7645       338.00      0.50000       1.0812       102.68       5.1624      0.94966E-01
  3  0.14469E-01   27.408       1.0000       2200.0       1.1690       1.7645       338.00      0.50000       1.4388       125.07       6.2454      0.86921E-01
  4  0.13263E-01   27.408       1.0000       2400.0       1.1690       1.7645       338.00      0.50000       1.8684       149.71       7.4340      0.80127E-01
  5  0.12243E-01   27.408       1.0000       2600.0       1.1690       1.7645       338.00      0.50000       2.3756       176.62       8.7249      0.74347E-01
  6  0.11368E-01   27.408       1.0000       2800.0       1.1690       1.7645       338.00      0.50000       2.9693       205.80       10.127      0.69310E-01
  7  0.10610E-01   27.408       1.0000       3000.0       1.1690       1.7645       338.00      0.50000       3.6560       237.29       11.637      0.64906E-01
  8  0.99472E-02   27.408       1.0000       3200.0       1.1690       1.7645       338.00      0.50000       4.4430       271.11       13.258      0.61021E-01
  9  0.93621E-02   27.408       1.0000       3400.0       1.1690       1.7645       338.00      0.50000       5.3377       307.28       14.992      0.57568E-01
 10  0.88419E-02   27.408       1.0000       3600.0       1.1690       1.7645       338.00      0.50000       6.3480       345.83       16.839      0.54478E-01
 11  0.83766E-02   27.408       1.0000       3800.0       1.1690       1.7645       338.00      0.50000       7.4816       386.77       18.801      0.51696E-01
 12  0.79577E-02   27.408       1.0000       4000.0       1.1690       1.7645       338.00      0.50000       8.7468       430.15       20.881      0.49178E-01
 13  0.75788E-02   27.408       1.0000       4200.0       1.1690       1.7645       338.00      0.50000       10.152       475.99       23.082      0.46887E-01
 14  0.72343E-02   27.408       1.0000       4400.0       1.1690       1.7645       338.00      0.50000       11.706       524.33       25.404      0.44794E-01
 15  0.69198E-02   27.408       1.0000       4600.0       1.1690       1.7645       338.00      0.50000       13.417       575.21       27.852      0.42873E-01
 16  0.66315E-02   27.408       1.0000       4800.0       1.1690       1.7645       338.00      0.50000       15.295       628.66       30.428      0.41103E-01
 17  0.63662E-02   27.408       1.0000       5000.0       1.1690       1.7645       338.00      0.50000       17.350       684.74       33.135      0.39467E-01
 18  0.61213E-02   27.408       1.0000       5200.0       1.1690       1.7645       338.00      0.50000       19.591       743.48       35.977      0.37950E-01
 19  0.58946E-02   27.408       1.0000       5400.0       1.1690       1.7645       338.00      0.50000       22.030       804.95       38.957      0.36539E-01
 20  0.56841E-02   27.408       1.0000       5600.0       1.1690       1.7645       338.00      0.50000       24.677       869.19       42.080      0.35222E-01
 21  0.54881E-02   27.408       1.0000       5800.0       1.1690       1.7645       338.00      0.50000       27.544       936.26       45.350      0.33991E-01
 22  0.53052E-02   27.408       1.0000       6000.0       1.1690       1.7645       338.00      0.50000       30.644       1006.2       48.772      0.32836E-01
 23  0.51340E-02   27.408       1.0000       6200.0       1.1690       1.7645       338.00      0.50000       33.990       1079.2       52.351      0.31750E-01
 24  0.49736E-02   27.408       1.0000       6400.0       1.1690       1.7645       338.00      0.50000       37.600       1155.2       56.102      0.30723E-01
 25  0.48229E-02   27.408       1.0000       6600.0       1.1690       1.7645       338.00      0.50000       41.498       1234.3       60.043      0.29743E-01
 26  0.46810E-02   27.408       1.0000       6800.0       1.1690       1.7645       338.00      0.50000       45.719       1316.6       64.203      0.28797E-01
