Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.15915E-01   16.326       1.0000       2000.0       1.1690       1.7645       338.00      0.50000      0.30015       40.714       1.4331      0.13565    
  2  0.14469E-01   16.326       1.0000       2200.0       1.1690       1.7645       338.00      0.50000      0.39825       49.739       1.7286      0.12489    
  3  0.13263E-01   16.326       1.0000       2400.0       1.1690       1.7645       338.00      0.50000      0.51573       59.685       2.0520      0.11573    
  4  0.12243E-01   16.326       1.0000       2600.0       1.1690       1.7645       338.00      0.50000      0.65439       70.556       2.4035      0.10782    
  5  0.11368E-01   16.326       1.0000       2800.0       1.1690       1.7645       338.00      0.50000      0.81608       82.361       2.7832      0.10092    
  6  0.10610E-01   16.326       1.0000       3000.0       1.1690       1.7645       338.00      0.50000       1.0026       95.105       3.1915      0.94855E-01
  7  0.99472E-02   16.326       1.0000       3200.0       1.1690       1.7645       338.00      0.50000       1.2160       108.80       3.6286      0.89474E-01
  8  0.93621E-02   16.326       1.0000       3400.0       1.1690       1.7645       338.00      0.50000       1.4580       123.45       4.0949      0.84669E-01
  9  0.88419E-02   16.326       1.0000       3600.0       1.1690       1.7645       338.00      0.50000       1.7307       139.06       4.5907      0.80350E-01
 10  0.83766E-02   16.326       1.0000       3800.0       1.1690       1.7645       338.00      0.50000       2.0360       155.65       5.1164      0.76447E-01
 11  0.79577E-02   16.326       1.0000       4000.0       1.1690       1.7645       338.00      0.50000       2.3761       173.22       5.6725      0.72901E-01
 12  0.75788E-02   16.326       1.0000       4200.0       1.1690       1.7645       338.00      0.50000       2.7531       191.79       6.2595      0.69665E-01
 13  0.72343E-02   16.326       1.0000       4400.0       1.1690       1.7645       338.00      0.50000       3.1691       211.37       6.8778      0.66699E-01
 14  0.69198E-02   16.326       1.0000       4600.0       1.1690       1.7645       338.00      0.50000       3.6263       231.98       7.5280      0.63971E-01
 15  0.66315E-02   16.326       1.0000       4800.0       1.1690       1.7645       338.00      0.50000       4.1272       253.62       8.2108      0.61452E-01
 16  0.63662E-02   16.326       1.0000       5000.0       1.1690       1.7645       338.00      0.50000       4.6741       276.32       8.9269      0.59118E-01
 17  0.61213E-02   16.326       1.0000       5200.0       1.1690       1.7645       338.00      0.50000       5.2695       300.10       9.6769      0.56950E-01
 18  0.58946E-02   16.326       1.0000       5400.0       1.1690       1.7645       338.00      0.50000       5.9160       324.96       10.462      0.54929E-01
 19  0.56841E-02   16.326       1.0000       5600.0       1.1690       1.7645       338.00      0.50000       6.6163       350.93       11.282      0.53040E-01
 20  0.54881E-02   16.326       1.0000       5800.0       1.1690       1.7645       338.00      0.50000       7.3732       378.04       12.140      0.51272E-01
 21  0.53052E-02   16.326       1.0000       6000.0       1.1690       1.7645       338.00      0.50000       8.1898       406.30       13.034      0.49611E-01
 22  0.51340E-02   16.326       1.0000       6200.0       1.1690       1.7645       338.00      0.50000       9.0691       435.75       13.968      0.48048E-01
 23  0.49736E-02   16.326       1.0000       6400.0       1.1690       1.7645       338.00      0.50000       10.014       466.41       14.942      0.46574E-01
 24  0.48229E-02   16.326       1.0000       6600.0       1.1690       1.7645       338.00      0.50000       11.029       498.32       15.958      0.45181E-01
 25  0.46810E-02   16.326       1.0000       6800.0       1.1690       1.7645       338.00      0.50000       12.117       531.50       17.017      0.43862E-01
 26  0.45473E-02   16.326       1.0000       7000.0       1.1690       1.7645       338.00      0.50000       13.283       566.00       18.120      0.42611E-01
 27  0.44210E-02   16.326       1.0000       7200.0       1.1690       1.7645       338.00      0.50000       14.530       601.86       19.271      0.41423E-01
 28  0.43015E-02   16.326       1.0000       7400.0       1.1690       1.7645       338.00      0.50000       15.863       639.12       20.470      0.40291E-01
 29  0.41883E-02   16.326       1.0000       7600.0       1.1690       1.7645       338.00      0.50000       17.288       677.85       21.722      0.39209E-01
 30  0.40809E-02   16.326       1.0000       7800.0       1.1690       1.7645       338.00      0.50000       18.815       718.08       23.034      0.38166E-01
 31  0.39789E-02   16.326       1.0000       8000.0       1.1690       1.7645       338.00      0.50000       20.457       759.89       24.419      0.37145E-01
