Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.42972       16.340       27.000       2000.0       1.1690       1.7645       338.00      0.50000     -0.38882      -17.900      -1.8565       1.2430    
  2  0.39065       16.340       27.000       2200.0       1.1690       1.7645       338.00      0.50000     -0.42025      -19.064      -1.8241       1.2248    
  3  0.35810       16.340       27.000       2400.0       1.1690       1.7645       338.00      0.50000     -0.37984      -17.756      -1.5113       1.2621    
  4  0.33055       16.340       27.000       2600.0       1.1690       1.7645       338.00      0.50000     -0.28091      -14.328      -1.0317       1.3772    
  5  0.30694       16.340       27.000       2800.0       1.1690       1.7645       338.00      0.50000     -0.14835      -9.8223     -0.50593       1.7877    
  6  0.28648       16.340       27.000       3000.0       1.1690       1.7645       338.00      0.50000      0.11374E-01  -4.5502      0.36205E-01  -10.801    
  7  0.26857       16.340       27.000       3200.0       1.1690       1.7645       338.00      0.50000      0.19780       1.4267      0.59028      0.19475    
  8  0.25278       16.340       27.000       3400.0       1.1690       1.7645       338.00      0.50000      0.41206       8.1080       1.1573      0.53128    
  9  0.23873       16.340       27.000       3600.0       1.1690       1.7645       338.00      0.50000      0.65571       15.508       1.7393      0.63859    
 10  0.22617       16.340       27.000       3800.0       1.1690       1.7645       338.00      0.50000      0.93056       23.648       2.3385      0.68614    
 11  0.21486       16.340       27.000       4000.0       1.1690       1.7645       338.00      0.50000       1.2385       32.548       2.9567      0.70955    
 12  0.20463       16.340       27.000       4200.0       1.1690       1.7645       338.00      0.50000       1.5816       42.231       3.5960      0.72094    
 13  0.19533       16.340       27.000       4400.0       1.1690       1.7645       338.00      0.50000       1.9619       52.718       4.2578      0.72553    
 14  0.18683       16.340       27.000       4600.0       1.1690       1.7645       338.00      0.50000       2.3815       64.033       4.9439      0.72596    
 15  0.17905       16.340       27.000       4800.0       1.1690       1.7645       338.00      0.50000       2.8428       76.198       5.6556      0.72369    
 16  0.17189       16.340       27.000       5000.0       1.1690       1.7645       338.00      0.50000       3.3481       89.242       6.3944      0.71968    
 17  0.16528       16.340       27.000       5200.0       1.1690       1.7645       338.00      0.50000       3.8998       103.17       7.1616      0.71428    
 18  0.15915       16.340       27.000       5400.0       1.1690       1.7645       338.00      0.50000       4.5004       118.02       7.9585      0.70807    
 19  0.15347       16.340       27.000       5600.0       1.1690       1.7645       338.00      0.50000       5.1527       133.82       8.7865      0.70122    
 20  0.14818       16.340       27.000       5800.0       1.1690       1.7645       338.00      0.50000       5.8593       150.59       9.6469      0.69392    
 21  0.14324       16.340       27.000       6000.0       1.1690       1.7645       338.00      0.50000       6.6232       168.35       10.541      0.68630    
 22  0.13862       16.340       27.000       6200.0       1.1690       1.7645       338.00      0.50000       7.4474       187.14       11.471      0.67845    
 23  0.13429       16.340       27.000       6400.0       1.1690       1.7645       338.00      0.50000       8.3352       206.98       12.437      0.67046    
 24  0.13022       16.340       27.000       6600.0       1.1690       1.7645       338.00      0.50000       9.2900       227.91       13.441      0.66237    
 25  0.12639       16.340       27.000       6800.0       1.1690       1.7645       338.00      0.50000       10.316       249.95       14.486      0.65422    
 26  0.12278       16.340       27.000       7000.0       1.1690       1.7645       338.00      0.50000       11.416       273.15       15.573      0.64605    
