Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.13642E-04   22.404      0.10000E-02   2000.0       1.1690       1.7645       338.00      0.50000      0.66346       85.823       3.1678      0.12936E-03
  2  0.12402E-04   22.404      0.10000E-02   2200.0       1.1690       1.7645       338.00      0.50000      0.88196       103.99       3.8282      0.11791E-03
  3  0.11368E-04   22.404      0.10000E-02   2400.0       1.1690       1.7645       338.00      0.50000       1.1442       123.95       4.5528      0.10832E-03
  4  0.10494E-04   22.404      0.10000E-02   2600.0       1.1690       1.7645       338.00      0.50000       1.4545       145.71       5.3422      0.10017E-03
  5  0.97442E-05   22.404      0.10000E-02   2800.0       1.1690       1.7645       338.00      0.50000       1.8172       169.28       6.1974      0.93158E-04
  6  0.90946E-05   22.404      0.10000E-02   3000.0       1.1690       1.7645       338.00      0.50000       2.2365       194.69       7.1191      0.87052E-04
  7  0.85262E-05   22.404      0.10000E-02   3200.0       1.1690       1.7645       338.00      0.50000       2.7172       221.96       8.1084      0.81688E-04
  8  0.80246E-05   22.404      0.10000E-02   3400.0       1.1690       1.7645       338.00      0.50000       3.2637       251.10       9.1666      0.76938E-04
  9  0.75788E-05   22.404      0.10000E-02   3600.0       1.1690       1.7645       338.00      0.50000       3.8810       282.15       10.295      0.72699E-04
 10  0.71799E-05   22.404      0.10000E-02   3800.0       1.1690       1.7645       338.00      0.50000       4.5739       315.11       11.494      0.68893E-04
 11  0.68209E-05   22.404      0.10000E-02   4000.0       1.1690       1.7645       338.00      0.50000       5.3476       350.02       12.766      0.65455E-04
 12  0.64961E-05   22.404      0.10000E-02   4200.0       1.1690       1.7645       338.00      0.50000       6.2072       386.92       14.113      0.62334E-04
 13  0.62008E-05   22.404      0.10000E-02   4400.0       1.1690       1.7645       338.00      0.50000       7.1582       425.81       15.535      0.59486E-04
 14  0.59312E-05   22.404      0.10000E-02   4600.0       1.1690       1.7645       338.00      0.50000       8.2063       466.75       17.036      0.56877E-04
 15  0.56841E-05   22.404      0.10000E-02   4800.0       1.1690       1.7645       338.00      0.50000       9.3572       509.75       18.616      0.54477E-04
 16  0.54567E-05   22.404      0.10000E-02   5000.0       1.1690       1.7645       338.00      0.50000       10.617       554.85       20.277      0.52261E-04
 17  0.52469E-05   22.404      0.10000E-02   5200.0       1.1690       1.7645       338.00      0.50000       11.993       602.08       22.025      0.50201E-04
 18  0.50525E-05   22.404      0.10000E-02   5400.0       1.1690       1.7645       338.00      0.50000       13.498       651.47       23.870      0.48263E-04
 19  0.48721E-05   22.404      0.10000E-02   5600.0       1.1690       1.7645       338.00      0.50000       15.149       703.03       25.833      0.46408E-04
 20  0.47041E-05   22.404      0.10000E-02   5800.0       1.1690       1.7645       338.00      0.50000       16.970       756.77       27.940      0.44594E-04
 21  0.45473E-05   22.404      0.10000E-02   6000.0       1.1690       1.7645       338.00      0.50000       18.993       812.68       30.229      0.42787E-04
 22  0.44006E-05   22.404      0.10000E-02   6200.0       1.1690       1.7645       338.00      0.50000       21.260       870.73       32.746      0.40955E-04
 23  0.42631E-05   22.404      0.10000E-02   6400.0       1.1690       1.7645       338.00      0.50000       23.822       930.87       35.545      0.39076E-04
 24  0.41339E-05   22.404      0.10000E-02   6600.0       1.1690       1.7645       338.00      0.50000       26.740       993.01       38.689      0.37136E-04
 25  0.40123E-05   22.404      0.10000E-02   6800.0       1.1690       1.7645       338.00      0.50000       30.085       1057.0       42.248      0.35135E-04
 26  0.38977E-05   22.404      0.10000E-02   7000.0       1.1690       1.7645       338.00      0.50000       33.927       1122.7       46.283      0.33090E-04
 27  0.37894E-05   22.404      0.10000E-02   7200.0       1.1690       1.7645       338.00      0.50000       38.043       1187.3       50.456      0.31209E-04
 28  0.36870E-05   22.404      0.10000E-02   7400.0       1.1690       1.7645       338.00      0.50000       42.231       1249.0       54.496      0.29577E-04
 29  0.35900E-05   22.404      0.10000E-02   7600.0       1.1690       1.7645       338.00      0.50000       46.487       1307.7       58.410      0.28130E-04
 30  0.34979E-05   22.404      0.10000E-02   7800.0       1.1690       1.7645       338.00      0.50000       50.843       1363.1       62.245      0.26811E-04
 31  0.34105E-05   22.404      0.10000E-02   8000.0       1.1690       1.7645       338.00      0.50000       55.316       1415.3       66.029      0.25587E-04
