Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.10000       25.304       27.000       8594.4       1.1690       1.7645       338.00      0.50000       79.981       1269.9       88.867      0.42871    
  2  0.12000       25.304       27.000       7162.0       1.1690       1.7645       338.00      0.50000       39.718       783.94       52.957      0.53292    
  3  0.14000       25.304       27.000       6138.8       1.1690       1.7645       338.00      0.50000       23.848       518.73       37.098      0.58728    
  4  0.16000       25.304       27.000       5371.5       1.1690       1.7645       338.00      0.50000       15.437       360.81       27.443      0.63109    
  5  0.18000       25.304       27.000       4774.6       1.1690       1.7645       338.00      0.50000       10.503       259.80       21.005      0.66791    
  6  0.20000       25.304       27.000       4297.2       1.1690       1.7645       338.00      0.50000       7.4077       191.75       16.461      0.69891    
  7  0.22000       25.304       27.000       3906.5       1.1690       1.7645       338.00      0.50000       5.3646       144.03       13.113      0.72493    
  8  0.24000       25.304       27.000       3581.0       1.1690       1.7645       338.00      0.50000       3.9599       109.49       10.560      0.74654    
  9  0.26000       25.304       27.000       3305.5       1.1690       1.7645       338.00      0.50000       2.9617       83.815       8.5561      0.76408    
 10  0.28000       25.304       27.000       3069.4       1.1690       1.7645       338.00      0.50000       2.2325       64.303       6.9456      0.77768    
 11  0.30000       25.304       27.000       2864.8       1.1690       1.7645       338.00      0.50000       1.6873       49.192       5.6242      0.78718    
 12  0.32000       25.304       27.000       2685.7       1.1690       1.7645       338.00      0.50000       1.2714       37.295       4.5204      0.79204    
 13  0.34000       25.304       27.000       2527.8       1.1690       1.7645       338.00      0.50000      0.94866       27.794       3.5838      0.79106    
 14  0.36000       25.304       27.000       2387.3       1.1690       1.7645       338.00      0.50000      0.69451       20.110       2.7780      0.78182    
 15  0.38000       25.304       27.000       2261.7       1.1690       1.7645       338.00      0.50000      0.49175       13.827       2.0763      0.75917    
 16  0.40000       25.304       27.000       2148.6       1.1690       1.7645       338.00      0.50000      0.32816       8.6367       1.4585      0.71062    
