Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.31831E-01   27.394       2.0000       2000.0       1.1690       1.7645       338.00      0.50000       1.0761       96.770       5.1381      0.17985    
  2  0.63662E-01   27.394       4.0000       2000.0       1.1690       1.7645       338.00      0.50000       1.0778       86.493       5.1464      0.32098    
  3  0.95493E-01   27.394       6.0000       2000.0       1.1690       1.7645       338.00      0.50000       1.0742       77.394       5.1289      0.43229    
  4  0.12732       27.394       8.0000       2000.0       1.1690       1.7645       338.00      0.50000       1.0638       69.233       5.0794      0.52063    
  5  0.15916       27.394       10.000       2000.0       1.1690       1.7645       338.00      0.50000       1.0461       61.839       4.9949      0.59113    
  6  0.19099       27.394       12.000       2000.0       1.1690       1.7645       338.00      0.50000       1.0199       55.039       4.8698      0.64756    
  7  0.22282       27.394       14.000       2000.0       1.1690       1.7645       338.00      0.50000      0.98385       48.680       4.6976      0.69271    
  8  0.25465       27.394       16.000       2000.0       1.1690       1.7645       338.00      0.50000      0.93636       42.635       4.4708      0.72853    
  9  0.28648       27.394       18.000       2000.0       1.1690       1.7645       338.00      0.50000      0.87583       36.796       4.1818      0.75622    
 10  0.31831       27.394       20.000       2000.0       1.1690       1.7645       338.00      0.50000      0.80065       31.073       3.8229      0.77618    
 11  0.35014       27.394       22.000       2000.0       1.1690       1.7645       338.00      0.50000      0.70926       25.395       3.3865      0.78772    
 12  0.38197       27.394       24.000       2000.0       1.1690       1.7645       338.00      0.50000      0.60016       19.706       2.8655      0.78805    
 13  0.41380       27.394       26.000       2000.0       1.1690       1.7645       338.00      0.50000      0.47199       13.962       2.2536      0.76910    
 14  0.44564       27.394       28.000       2000.0       1.1690       1.7645       338.00      0.50000      0.32353       8.1285       1.5448      0.70348    
 15  0.47747       27.394       30.000       2000.0       1.1690       1.7645       338.00      0.50000      0.15374       2.1827      0.73406      0.42592    
