Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.15915E-04   17.203      0.10000E-02   2000.0       1.1690       1.7645       338.00      0.50000      0.27257       42.058       1.3014      0.15430E-03
  2  0.14469E-04   17.203      0.10000E-02   2200.0       1.1690       1.7645       338.00      0.50000      0.36173       50.955       1.5701      0.14086E-03
  3  0.13263E-04   17.203      0.10000E-02   2400.0       1.1690       1.7645       338.00      0.50000      0.46856       60.722       1.8643      0.12959E-03
  4  0.12243E-04   17.203      0.10000E-02   2600.0       1.1690       1.7645       338.00      0.50000      0.59471       71.366       2.1843      0.12000E-03
  5  0.11368E-04   17.203      0.10000E-02   2800.0       1.1690       1.7645       338.00      0.50000      0.74188       82.893       2.5302      0.11173E-03
  6  0.10610E-04   17.203      0.10000E-02   3000.0       1.1690       1.7645       338.00      0.50000      0.91177       95.311       2.9023      0.10453E-03
  7  0.99472E-05   17.203      0.10000E-02   3200.0       1.1690       1.7645       338.00      0.50000       1.1061       108.63       3.3009      0.98205E-04
  8  0.93621E-05   17.203      0.10000E-02   3400.0       1.1690       1.7645       338.00      0.50000       1.3268       122.85       3.7264      0.92596E-04
  9  0.88419E-05   17.203      0.10000E-02   3600.0       1.1690       1.7645       338.00      0.50000       1.5755       138.00       4.1792      0.87589E-04
 10  0.83766E-05   17.203      0.10000E-02   3800.0       1.1690       1.7645       338.00      0.50000       1.8542       154.07       4.6597      0.83091E-04
 11  0.79577E-05   17.203      0.10000E-02   4000.0       1.1690       1.7645       338.00      0.50000       2.1649       171.08       5.1682      0.79028E-04
 12  0.75788E-05   17.203      0.10000E-02   4200.0       1.1690       1.7645       338.00      0.50000       2.5094       189.05       5.7054      0.75337E-04
 13  0.72343E-05   17.203      0.10000E-02   4400.0       1.1690       1.7645       338.00      0.50000       2.8898       207.98       6.2718      0.71970E-04
 14  0.69198E-05   17.203      0.10000E-02   4600.0       1.1690       1.7645       338.00      0.50000       3.3084       227.89       6.8679      0.68884E-04
 15  0.66315E-05   17.203      0.10000E-02   4800.0       1.1690       1.7645       338.00      0.50000       3.7672       248.80       7.4945      0.66045E-04
 16  0.63662E-05   17.203      0.10000E-02   5000.0       1.1690       1.7645       338.00      0.50000       4.2685       270.73       8.1523      0.63424E-04
 17  0.61213E-05   17.203      0.10000E-02   5200.0       1.1690       1.7645       338.00      0.50000       4.8148       293.68       8.8419      0.60996E-04
 18  0.58946E-05   17.203      0.10000E-02   5400.0       1.1690       1.7645       338.00      0.50000       5.4085       317.69       9.5644      0.58739E-04
 19  0.56841E-05   17.203      0.10000E-02   5600.0       1.1690       1.7645       338.00      0.50000       6.0523       342.78       10.321      0.56636E-04
 20  0.54881E-05   17.203      0.10000E-02   5800.0       1.1690       1.7645       338.00      0.50000       6.7488       368.96       11.111      0.54670E-04
 21  0.53052E-05   17.203      0.10000E-02   6000.0       1.1690       1.7645       338.00      0.50000       7.5011       396.27       11.938      0.52828E-04
 22  0.51340E-05   17.203      0.10000E-02   6200.0       1.1690       1.7645       338.00      0.50000       8.3120       424.73       12.802      0.51098E-04
 23  0.49736E-05   17.203      0.10000E-02   6400.0       1.1690       1.7645       338.00      0.50000       9.1850       454.38       13.705      0.49470E-04
 24  0.48229E-05   17.203      0.10000E-02   6600.0       1.1690       1.7645       338.00      0.50000       10.123       485.25       14.647      0.47934E-04
 25  0.46810E-05   17.203      0.10000E-02   6800.0       1.1690       1.7645       338.00      0.50000       11.131       517.37       15.631      0.46481E-04
 26  0.45473E-05   17.203      0.10000E-02   7000.0       1.1690       1.7645       338.00      0.50000       12.212       550.80       16.659      0.45105E-04
 27  0.44210E-05   17.203      0.10000E-02   7200.0       1.1690       1.7645       338.00      0.50000       13.370       585.57       17.733      0.43796E-04
 28  0.43015E-05   17.203      0.10000E-02   7400.0       1.1690       1.7645       338.00      0.50000       14.615       621.74       18.860      0.42541E-04
 29  0.41883E-05   17.203      0.10000E-02   7600.0       1.1690       1.7645       338.00      0.50000       15.957       659.36       20.050      0.41320E-04
 30  0.40809E-05   17.203      0.10000E-02   7800.0       1.1690       1.7645       338.00      0.50000       17.413       698.48       21.318      0.40113E-04
 31  0.39789E-05   17.203      0.10000E-02   8000.0       1.1690       1.7645       338.00      0.50000       19.004       739.17       22.685      0.38895E-04
