Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.42972       26.303       27.000       2000.0       1.1690       1.7645       338.00      0.50000      0.25659       6.3074       1.2251      0.66369    
  2  0.39065       26.303       27.000       2200.0       1.1690       1.7645       338.00      0.50000      0.55915       15.906       2.4271      0.76807    
  3  0.35810       26.303       27.000       2400.0       1.1690       1.7645       338.00      0.50000      0.92431       27.026       3.6777      0.78944    
  4  0.33055       26.303       27.000       2600.0       1.1690       1.7645       338.00      0.50000       1.3576       39.728       4.9861      0.79013    
  5  0.30694       26.303       27.000       2800.0       1.1690       1.7645       338.00      0.50000       1.8648       54.075       6.3598      0.78294    
  6  0.28648       26.303       27.000       3000.0       1.1690       1.7645       338.00      0.50000       2.4520       70.124       7.8049      0.77217    
  7  0.26857       26.303       27.000       3200.0       1.1690       1.7645       338.00      0.50000       3.1255       87.932       9.3269      0.75962    
  8  0.25278       26.303       27.000       3400.0       1.1690       1.7645       338.00      0.50000       3.8917       107.55       10.930      0.74617    
  9  0.23873       26.303       27.000       3600.0       1.1690       1.7645       338.00      0.50000       4.7575       129.03       12.620      0.73231    
 10  0.22617       26.303       27.000       3800.0       1.1690       1.7645       338.00      0.50000       5.7295       152.43       14.398      0.71831    
 11  0.21486       26.303       27.000       4000.0       1.1690       1.7645       338.00      0.50000       6.8149       177.78       16.269      0.70434    
 12  0.20463       26.303       27.000       4200.0       1.1690       1.7645       338.00      0.50000       8.0210       205.14       18.237      0.69052    
 13  0.19533       26.303       27.000       4400.0       1.1690       1.7645       338.00      0.50000       9.3555       234.55       20.304      0.67690    
 14  0.18683       26.303       27.000       4600.0       1.1690       1.7645       338.00      0.50000       10.826       266.06       22.474      0.66355    
 15  0.17905       26.303       27.000       4800.0       1.1690       1.7645       338.00      0.50000       12.441       299.71       24.750      0.65047    
 16  0.17189       26.303       27.000       5000.0       1.1690       1.7645       338.00      0.50000       14.208       335.57       27.136      0.63768    
 17  0.16528       26.303       27.000       5200.0       1.1690       1.7645       338.00      0.50000       16.137       373.67       29.634      0.62520    
 18  0.15915       26.303       27.000       5400.0       1.1690       1.7645       338.00      0.50000       18.237       414.07       32.250      0.61303    
 19  0.15347       26.303       27.000       5600.0       1.1690       1.7645       338.00      0.50000       20.517       456.82       34.987      0.60117    
 20  0.14818       26.303       27.000       5800.0       1.1690       1.7645       338.00      0.50000       22.988       502.00       37.848      0.58960    
 21  0.14324       26.303       27.000       6000.0       1.1690       1.7645       338.00      0.50000       25.661       549.65       40.840      0.57834    
 22  0.13862       26.303       27.000       6200.0       1.1690       1.7645       338.00      0.50000       28.546       599.85       43.967      0.56736    
 23  0.13429       26.303       27.000       6400.0       1.1690       1.7645       338.00      0.50000       31.658       652.67       47.236      0.55664    
 24  0.13022       26.303       27.000       6600.0       1.1690       1.7645       338.00      0.50000       35.012       708.17       50.658      0.54611    
 25  0.12639       26.303       27.000       6800.0       1.1690       1.7645       338.00      0.50000       38.636       766.44       54.256      0.53562    
 26  0.12278       26.303       27.000       7000.0       1.1690       1.7645       338.00      0.50000       42.562       827.53       58.063      0.52495    
 27  0.11937       26.303       27.000       7200.0       1.1690       1.7645       338.00      0.50000       46.838       891.50       62.121      0.51391    
 28  0.11614       26.303       27.000       7400.0       1.1690       1.7645       338.00      0.50000       51.522       958.40       66.486      0.50225    
 29  0.11308       26.303       27.000       7600.0       1.1690       1.7645       338.00      0.50000       56.688       1028.3       71.228      0.48976    
 30  0.11018       26.303       27.000       7800.0       1.1690       1.7645       338.00      0.50000       62.429       1101.2       76.430      0.47625    
 31  0.10743       26.303       27.000       8000.0       1.1690       1.7645       338.00      0.50000       68.861       1177.1       82.196      0.46155    
 32  0.10481       26.303       27.000       8200.0       1.1690       1.7645       338.00      0.50000       76.089       1255.9       88.609      0.44566    
 33  0.10231       26.303       27.000       8400.0       1.1690       1.7645       338.00      0.50000       84.137       1336.6       95.649      0.42894    
 34  0.99934E-01   26.303       27.000       8600.0       1.1690       1.7645       338.00      0.50000       92.726       1416.9       102.96      0.41256    
 35  0.97663E-01   26.303       27.000       8800.0       1.1690       1.7645       338.00      0.50000       101.40       1493.6       110.04      0.39769    
 36  0.95493E-01   26.303       27.000       9000.0       1.1690       1.7645       338.00      0.50000       110.11       1566.5       116.83      0.38411    
