Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.15915E-04   16.588      0.10000E-02   2000.0       1.1690       1.7645       338.00      0.50000      0.35110       49.846       1.6764      0.14197E-03
  2  0.14469E-04   16.588      0.10000E-02   2200.0       1.1690       1.7645       338.00      0.50000      0.46592       60.381       2.0224      0.12960E-03
  3  0.13263E-04   16.588      0.10000E-02   2400.0       1.1690       1.7645       338.00      0.50000      0.60346       71.945       2.4011      0.11922E-03
  4  0.12243E-04   16.588      0.10000E-02   2600.0       1.1690       1.7645       338.00      0.50000      0.76583       84.542       2.8127      0.11039E-03
  5  0.11368E-04   16.588      0.10000E-02   2800.0       1.1690       1.7645       338.00      0.50000      0.95518       98.179       3.2576      0.10279E-03
  6  0.10610E-04   16.588      0.10000E-02   3000.0       1.1690       1.7645       338.00      0.50000       1.1737       112.86       3.7360      0.96162E-04
  7  0.99472E-05   16.588      0.10000E-02   3200.0       1.1690       1.7645       338.00      0.50000       1.4236       128.61       4.2482      0.90341E-04
  8  0.93621E-05   16.588      0.10000E-02   3400.0       1.1690       1.7645       338.00      0.50000       1.7071       145.41       4.7946      0.85183E-04
  9  0.88419E-05   16.588      0.10000E-02   3600.0       1.1690       1.7645       338.00      0.50000       2.0265       163.30       5.3755      0.80579E-04
 10  0.83766E-05   16.588      0.10000E-02   3800.0       1.1690       1.7645       338.00      0.50000       2.3843       182.27       5.9916      0.76445E-04
 11  0.79577E-05   16.588      0.10000E-02   4000.0       1.1690       1.7645       338.00      0.50000       2.7827       202.33       6.6432      0.72711E-04
 12  0.75788E-05   16.588      0.10000E-02   4200.0       1.1690       1.7645       338.00      0.50000       3.2243       223.51       7.3309      0.69320E-04
 13  0.72343E-05   16.588      0.10000E-02   4400.0       1.1690       1.7645       338.00      0.50000       3.7116       245.81       8.0552      0.66227E-04
 14  0.69198E-05   16.588      0.10000E-02   4600.0       1.1690       1.7645       338.00      0.50000       4.2472       269.24       8.8169      0.63393E-04
 15  0.66315E-05   16.588      0.10000E-02   4800.0       1.1690       1.7645       338.00      0.50000       4.8338       293.83       9.6166      0.60787E-04
 16  0.63662E-05   16.588      0.10000E-02   5000.0       1.1690       1.7645       338.00      0.50000       5.4743       319.60       10.455      0.58381E-04
 17  0.61213E-05   16.588      0.10000E-02   5200.0       1.1690       1.7645       338.00      0.50000       6.1714       346.55       11.333      0.56153E-04
 18  0.58946E-05   16.588      0.10000E-02   5400.0       1.1690       1.7645       338.00      0.50000       6.9283       374.70       12.252      0.54083E-04
 19  0.56841E-05   16.588      0.10000E-02   5600.0       1.1690       1.7645       338.00      0.50000       7.7479       404.09       13.212      0.52155E-04
 20  0.54881E-05   16.588      0.10000E-02   5800.0       1.1690       1.7645       338.00      0.50000       8.6337       434.74       14.215      0.50354E-04
 21  0.53052E-05   16.588      0.10000E-02   6000.0       1.1690       1.7645       338.00      0.50000       9.5889       466.66       15.261      0.48666E-04
 22  0.51340E-05   16.588      0.10000E-02   6200.0       1.1690       1.7645       338.00      0.50000       10.617       499.89       16.353      0.47082E-04
 23  0.49736E-05   16.588      0.10000E-02   6400.0       1.1690       1.7645       338.00      0.50000       11.723       534.45       17.491      0.45592E-04
 24  0.48229E-05   16.588      0.10000E-02   6600.0       1.1690       1.7645       338.00      0.50000       12.909       570.38       18.677      0.44186E-04
 25  0.46810E-05   16.588      0.10000E-02   6800.0       1.1690       1.7645       338.00      0.50000       14.180       607.72       19.913      0.42859E-04
 26  0.45473E-05   16.588      0.10000E-02   7000.0       1.1690       1.7645       338.00      0.50000       15.541       646.51       21.200      0.41601E-04
 27  0.44210E-05   16.588      0.10000E-02   7200.0       1.1690       1.7645       338.00      0.50000       16.996       686.78       22.541      0.40409E-04
 28  0.43015E-05   16.588      0.10000E-02   7400.0       1.1690       1.7645       338.00      0.50000       18.551       728.59       23.939      0.39276E-04
 29  0.41883E-05   16.588      0.10000E-02   7600.0       1.1690       1.7645       338.00      0.50000       20.211       771.99       25.395      0.38197E-04
 30  0.40809E-05   16.588      0.10000E-02   7800.0       1.1690       1.7645       338.00      0.50000       21.983       817.05       26.913      0.37167E-04
 31  0.39789E-05   16.588      0.10000E-02   8000.0       1.1690       1.7645       338.00      0.50000       23.880       863.81       28.504      0.36174E-04
