Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.17684E-04   25.304      0.10000E-02   1800.0       1.1690       1.7645       338.00      0.50000      0.58362       72.218       3.0962      0.12374E-03
  2  0.15915E-04   25.304      0.10000E-02   2000.0       1.1690       1.7645       338.00      0.50000      0.79982       89.262       3.8189      0.11160E-03
  3  0.14469E-04   25.304      0.10000E-02   2200.0       1.1690       1.7645       338.00      0.50000       1.0640       108.14       4.6186      0.10163E-03
  4  0.13263E-04   25.304      0.10000E-02   2400.0       1.1690       1.7645       338.00      0.50000       1.3813       128.87       5.4960      0.93293E-04
  5  0.12243E-04   25.304      0.10000E-02   2600.0       1.1690       1.7645       338.00      0.50000       1.7567       151.45       6.4519      0.86214E-04
  6  0.11368E-04   25.304      0.10000E-02   2800.0       1.1690       1.7645       338.00      0.50000       2.1954       175.91       7.4872      0.80128E-04
  7  0.10610E-04   25.304      0.10000E-02   3000.0       1.1690       1.7645       338.00      0.50000       2.7026       202.26       8.6026      0.74839E-04
  8  0.99472E-05   25.304      0.10000E-02   3200.0       1.1690       1.7645       338.00      0.50000       3.2838       230.52       9.7994      0.70198E-04
  9  0.93621E-05   25.304      0.10000E-02   3400.0       1.1690       1.7645       338.00      0.50000       3.9445       260.70       11.079      0.66092E-04
 10  0.88419E-05   25.304      0.10000E-02   3600.0       1.1690       1.7645       338.00      0.50000       4.6903       292.83       12.441      0.62433E-04
 11  0.83766E-05   25.304      0.10000E-02   3800.0       1.1690       1.7645       338.00      0.50000       5.5271       326.93       13.890      0.59150E-04
 12  0.79577E-05   25.304      0.10000E-02   4000.0       1.1690       1.7645       338.00      0.50000       6.4608       363.02       15.424      0.56188E-04
 13  0.75788E-05   25.304      0.10000E-02   4200.0       1.1690       1.7645       338.00      0.50000       7.4977       401.14       17.047      0.53501E-04
 14  0.72343E-05   25.304      0.10000E-02   4400.0       1.1690       1.7645       338.00      0.50000       8.6440       441.30       18.760      0.51053E-04
 15  0.69198E-05   25.304      0.10000E-02   4600.0       1.1690       1.7645       338.00      0.50000       9.9063       483.54       20.565      0.48811E-04
 16  0.66315E-05   25.304      0.10000E-02   4800.0       1.1690       1.7645       338.00      0.50000       11.292       527.89       22.464      0.46751E-04
 17  0.63662E-05   25.304      0.10000E-02   5000.0       1.1690       1.7645       338.00      0.50000       12.807       574.39       24.460      0.44850E-04
 18  0.61213E-05   25.304      0.10000E-02   5200.0       1.1690       1.7645       338.00      0.50000       14.460       623.08       26.554      0.43090E-04
 19  0.58946E-05   25.304      0.10000E-02   5400.0       1.1690       1.7645       338.00      0.50000       16.258       674.00       28.751      0.41457E-04
 20  0.56841E-05   25.304      0.10000E-02   5600.0       1.1690       1.7645       338.00      0.50000       18.210       727.20       31.052      0.39935E-04
 21  0.54881E-05   25.304      0.10000E-02   5800.0       1.1690       1.7645       338.00      0.50000       20.323       782.72       33.461      0.38513E-04
 22  0.53052E-05   25.304      0.10000E-02   6000.0       1.1690       1.7645       338.00      0.50000       22.608       840.62       35.982      0.37182E-04
 23  0.51340E-05   25.304      0.10000E-02   6200.0       1.1690       1.7645       338.00      0.50000       25.074       900.96       38.619      0.35933E-04
 24  0.49736E-05   25.304      0.10000E-02   6400.0       1.1690       1.7645       338.00      0.50000       27.732       963.81       41.378      0.34754E-04
 25  0.48229E-05   25.304      0.10000E-02   6600.0       1.1690       1.7645       338.00      0.50000       30.600       1029.2       44.274      0.33634E-04
 26  0.46810E-05   25.304      0.10000E-02   6800.0       1.1690       1.7645       338.00      0.50000       33.700       1097.2       47.326      0.32559E-04
 27  0.45473E-05   25.304      0.10000E-02   7000.0       1.1690       1.7645       338.00      0.50000       37.063       1168.0       50.561      0.31513E-04
 28  0.44210E-05   25.304      0.10000E-02   7200.0       1.1690       1.7645       338.00      0.50000       40.728       1241.4       54.017      0.30481E-04
 29  0.43015E-05   25.304      0.10000E-02   7400.0       1.1690       1.7645       338.00      0.50000       44.744       1317.7       57.740      0.29449E-04
 30  0.41883E-05   25.304      0.10000E-02   7600.0       1.1690       1.7645       338.00      0.50000       49.175       1396.8       61.787      0.28405E-04
 31  0.40809E-05   25.304      0.10000E-02   7800.0       1.1690       1.7645       338.00      0.50000       54.098       1478.8       66.230      0.27336E-04
 32  0.39789E-05   25.304      0.10000E-02   8000.0       1.1690       1.7645       338.00      0.50000       59.611       1563.8       71.155      0.26233E-04
 33  0.38818E-05   25.304      0.10000E-02   8200.0       1.1690       1.7645       338.00      0.50000       65.809       1651.5       76.638      0.25096E-04
 34  0.37894E-05   25.304      0.10000E-02   8400.0       1.1690       1.7645       338.00      0.50000       72.720       1741.2       82.670      0.23944E-04
 35  0.37013E-05   25.304      0.10000E-02   8600.0       1.1690       1.7645       338.00      0.50000       80.143       1830.3       88.989      0.22837E-04
 36  0.36172E-05   25.304      0.10000E-02   8800.0       1.1690       1.7645       338.00      0.50000       87.670       1915.4       95.135      0.21847E-04
