Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.15915E-04   16.326      0.10000E-02   2000.0       1.1690       1.7645       338.00      0.50000      0.29997       44.636       1.4322      0.14880E-03
  2  0.14469E-04   16.326      0.10000E-02   2200.0       1.1690       1.7645       338.00      0.50000      0.39796       54.073       1.7274      0.13588E-03
  3  0.13263E-04   16.326      0.10000E-02   2400.0       1.1690       1.7645       338.00      0.50000      0.51532       64.431       2.0504      0.12503E-03
  4  0.12243E-04   16.326      0.10000E-02   2600.0       1.1690       1.7645       338.00      0.50000      0.65385       75.717       2.4015      0.11580E-03
  5  0.11368E-04   16.326      0.10000E-02   2800.0       1.1690       1.7645       338.00      0.50000      0.81538       87.936       2.7808      0.10785E-03
  6  0.10610E-04   16.326      0.10000E-02   3000.0       1.1690       1.7645       338.00      0.50000       1.0018       101.10       3.1887      0.10092E-03
  7  0.99472E-05   16.326      0.10000E-02   3200.0       1.1690       1.7645       338.00      0.50000       1.2149       115.20       3.6255      0.94824E-04
  8  0.93621E-05   16.326      0.10000E-02   3400.0       1.1690       1.7645       338.00      0.50000       1.4567       130.27       4.0914      0.89425E-04
  9  0.88419E-05   16.326      0.10000E-02   3600.0       1.1690       1.7645       338.00      0.50000       1.7292       146.30       4.5868      0.84606E-04
 10  0.83766E-05   16.326      0.10000E-02   3800.0       1.1690       1.7645       338.00      0.50000       2.0343       163.31       5.1122      0.80276E-04
 11  0.79577E-05   16.326      0.10000E-02   4000.0       1.1690       1.7645       338.00      0.50000       2.3742       181.30       5.6679      0.76364E-04
 12  0.75788E-05   16.326      0.10000E-02   4200.0       1.1690       1.7645       338.00      0.50000       2.7508       200.29       6.2544      0.72812E-04
 13  0.72343E-05   16.326      0.10000E-02   4400.0       1.1690       1.7645       338.00      0.50000       3.1665       220.30       6.8723      0.69571E-04
 14  0.69198E-05   16.326      0.10000E-02   4600.0       1.1690       1.7645       338.00      0.50000       3.6235       241.33       7.5222      0.66601E-04
 15  0.66315E-05   16.326      0.10000E-02   4800.0       1.1690       1.7645       338.00      0.50000       4.1241       263.40       8.2046      0.63869E-04
 16  0.63662E-05   16.326      0.10000E-02   5000.0       1.1690       1.7645       338.00      0.50000       4.6706       286.53       8.9202      0.61347E-04
 17  0.61213E-05   16.326      0.10000E-02   5200.0       1.1690       1.7645       338.00      0.50000       5.2656       310.73       9.6698      0.59010E-04
 18  0.58946E-05   16.326      0.10000E-02   5400.0       1.1690       1.7645       338.00      0.50000       5.9117       336.02       10.454      0.56839E-04
 19  0.56841E-05   16.326      0.10000E-02   5600.0       1.1690       1.7645       338.00      0.50000       6.6116       362.43       11.274      0.54816E-04
 20  0.54881E-05   16.326      0.10000E-02   5800.0       1.1690       1.7645       338.00      0.50000       7.3681       389.97       12.131      0.52926E-04
 21  0.53052E-05   16.326      0.10000E-02   6000.0       1.1690       1.7645       338.00      0.50000       8.1842       418.67       13.026      0.51155E-04
 22  0.51340E-05   16.326      0.10000E-02   6200.0       1.1690       1.7645       338.00      0.50000       9.0631       448.56       13.959      0.49493E-04
 23  0.49736E-05   16.326      0.10000E-02   6400.0       1.1690       1.7645       338.00      0.50000       10.008       479.66       14.933      0.47928E-04
 24  0.48229E-05   16.326      0.10000E-02   6600.0       1.1690       1.7645       338.00      0.50000       11.022       512.01       15.948      0.46452E-04
 25  0.46810E-05   16.326      0.10000E-02   6800.0       1.1690       1.7645       338.00      0.50000       12.110       545.64       17.006      0.45057E-04
 26  0.45473E-05   16.326      0.10000E-02   7000.0       1.1690       1.7645       338.00      0.50000       13.275       580.59       18.109      0.43737E-04
 27  0.44210E-05   16.326      0.10000E-02   7200.0       1.1690       1.7645       338.00      0.50000       14.521       616.90       19.259      0.42484E-04
 28  0.43015E-05   16.326      0.10000E-02   7400.0       1.1690       1.7645       338.00      0.50000       15.853       654.62       20.458      0.41292E-04
 29  0.41883E-05   16.326      0.10000E-02   7600.0       1.1690       1.7645       338.00      0.50000       17.278       693.80       21.709      0.40156E-04
 30  0.40809E-05   16.326      0.10000E-02   7800.0       1.1690       1.7645       338.00      0.50000       18.803       734.50       23.020      0.39062E-04
 31  0.39789E-05   16.326      0.10000E-02   8000.0       1.1690       1.7645       338.00      0.50000       20.445       776.78       24.404      0.37994E-04
