Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.10000       27.390       27.000       8594.4       1.1690       1.7645       338.00      0.50000       107.66       1584.3       119.62      0.39735    
  2  0.12000       27.390       27.000       7162.0       1.1690       1.7645       338.00      0.50000       53.679       991.52       71.572      0.49873    
  3  0.14000       27.390       27.000       6138.8       1.1690       1.7645       338.00      0.50000       32.276       661.77       50.207      0.55360    
  4  0.16000       27.390       27.000       5371.5       1.1690       1.7645       338.00      0.50000       20.970       464.36       37.279      0.59790    
  5  0.18000       27.390       27.000       4774.6       1.1690       1.7645       338.00      0.50000       14.336       337.57       28.672      0.63578    
  6  0.20000       27.390       27.000       4297.2       1.1690       1.7645       338.00      0.50000       10.174       251.84       22.610      0.66831    
  7  0.22000       27.390       27.000       3906.5       1.1690       1.7645       338.00      0.50000       7.4272       191.53       18.155      0.69625    
  8  0.24000       27.390       27.000       3581.0       1.1690       1.7645       338.00      0.50000       5.5387       147.74       14.770      0.72020    
  9  0.26000       27.390       27.000       3305.5       1.1690       1.7645       338.00      0.50000       4.1968       115.11       12.124      0.74056    
 10  0.28000       27.390       27.000       3069.4       1.1690       1.7645       338.00      0.50000       3.2166       90.258       10.007      0.75762    
 11  0.30000       27.390       27.000       2864.8       1.1690       1.7645       338.00      0.50000       2.4838       70.970       8.2792      0.77148    
 12  0.32000       27.390       27.000       2685.7       1.1690       1.7645       338.00      0.50000       1.9248       55.756       6.8436      0.78212    
 13  0.34000       27.390       27.000       2527.8       1.1690       1.7645       338.00      0.50000       1.4909       43.582       5.6323      0.78925    
 14  0.36000       27.390       27.000       2387.3       1.1690       1.7645       338.00      0.50000       1.1491       33.718       4.5963      0.79227    
 15  0.38000       27.390       27.000       2261.7       1.1690       1.7645       338.00      0.50000      0.87618       25.636       3.6994      0.78998    
 16  0.40000       27.390       27.000       2148.6       1.1690       1.7645       338.00      0.50000      0.65575       18.947       2.9144      0.78012    
