Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.28937E-01   25.299       2.0000       2200.0       1.1690       1.7645       338.00      0.50000       1.0650       95.949       4.6228      0.18018    
  2  0.57874E-01   25.299       4.0000       2200.0       1.1690       1.7645       338.00      0.50000       1.0665       85.730       4.6291      0.32155    
  3  0.86811E-01   25.299       6.0000       2200.0       1.1690       1.7645       338.00      0.50000       1.0630       76.708       4.6140      0.43298    
  4  0.11575       25.299       8.0000       2200.0       1.1690       1.7645       338.00      0.50000       1.0529       68.611       4.5701      0.52132    
  5  0.14469       25.299       10.000       2200.0       1.1690       1.7645       338.00      0.50000       1.0355       61.268       4.4947      0.59167    
  6  0.17362       25.299       12.000       2200.0       1.1690       1.7645       338.00      0.50000       1.0098       54.513       4.3831      0.64781    
  7  0.20256       25.299       14.000       2200.0       1.1690       1.7645       338.00      0.50000      0.97437       48.195       4.2293      0.69247    
  8  0.23150       25.299       16.000       2200.0       1.1690       1.7645       338.00      0.50000      0.92774       42.189       4.0269      0.72759    
  9  0.26043       25.299       18.000       2200.0       1.1690       1.7645       338.00      0.50000      0.86829       36.387       3.7688      0.75432    
 10  0.28937       25.299       20.000       2200.0       1.1690       1.7645       338.00      0.50000      0.79440       30.704       3.4481      0.77300    
 11  0.31831       25.299       22.000       2200.0       1.1690       1.7645       338.00      0.50000      0.70451       25.068       3.0580      0.78282    
 12  0.34724       25.299       24.000       2200.0       1.1690       1.7645       338.00      0.50000      0.59715       19.426       2.5919      0.78074    
 13  0.37618       25.299       26.000       2200.0       1.1690       1.7645       338.00      0.50000      0.47094       13.733       2.0441      0.75819    
 14  0.40512       25.299       28.000       2200.0       1.1690       1.7645       338.00      0.50000      0.32465       7.9580       1.4092      0.68635    
 15  0.43406       25.299       30.000       2200.0       1.1690       1.7645       338.00      0.50000      0.15726       2.0787      0.68258      0.39655    
