Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.42972       29.634       27.000       2000.0       1.1690       1.7645       338.00      0.50000      0.62655       17.268       2.9915      0.74412    
  2  0.39065       29.634       27.000       2200.0       1.1690       1.7645       338.00      0.50000       1.0763       30.314       4.6719      0.76042    
  3  0.35810       29.634       27.000       2400.0       1.1690       1.7645       338.00      0.50000       1.6181       45.390       6.4382      0.75739    
  4  0.33055       29.634       27.000       2600.0       1.1690       1.7645       338.00      0.50000       2.2603       62.585       8.3016      0.74760    
  5  0.30694       29.634       27.000       2800.0       1.1690       1.7645       338.00      0.50000       3.0118       81.981       10.272      0.73494    
  6  0.28648       29.634       27.000       3000.0       1.1690       1.7645       338.00      0.50000       3.8817       103.66       12.356      0.72100    
  7  0.26857       29.634       27.000       3200.0       1.1690       1.7645       338.00      0.50000       4.8795       127.68       14.561      0.70652    
  8  0.25278       29.634       27.000       3400.0       1.1690       1.7645       338.00      0.50000       6.0147       154.13       16.893      0.69189    
  9  0.23873       29.634       27.000       3600.0       1.1690       1.7645       338.00      0.50000       7.2973       183.06       19.357      0.67732    
 10  0.22617       29.634       27.000       3800.0       1.1690       1.7645       338.00      0.50000       8.7375       214.53       21.957      0.66294    
 11  0.21486       29.634       27.000       4000.0       1.1690       1.7645       338.00      0.50000       10.346       248.61       24.699      0.64882    
 12  0.20463       29.634       27.000       4200.0       1.1690       1.7645       338.00      0.50000       12.133       285.35       27.586      0.63502    
 13  0.19533       29.634       27.000       4400.0       1.1690       1.7645       338.00      0.50000       14.110       324.82       30.623      0.62155    
 14  0.18683       29.634       27.000       4600.0       1.1690       1.7645       338.00      0.50000       16.289       367.07       33.815      0.60844    
 15  0.17905       29.634       27.000       4800.0       1.1690       1.7645       338.00      0.50000       18.682       412.16       37.166      0.59568    
 16  0.17189       29.634       27.000       5000.0       1.1690       1.7645       338.00      0.50000       21.300       460.16       40.681      0.58329    
 17  0.16528       29.634       27.000       5200.0       1.1690       1.7645       338.00      0.50000       24.159       511.13       44.365      0.57124    
 18  0.15915       29.634       27.000       5400.0       1.1690       1.7645       338.00      0.50000       27.270       565.14       48.224      0.55954    
 19  0.15347       29.634       27.000       5600.0       1.1690       1.7645       338.00      0.50000       30.649       622.26       52.264      0.54817    
 20  0.14818       29.634       27.000       5800.0       1.1690       1.7645       338.00      0.50000       34.311       682.57       56.491      0.53713    
 21  0.14324       29.634       27.000       6000.0       1.1690       1.7645       338.00      0.50000       38.272       746.16       60.911      0.52640    
 22  0.13862       29.634       27.000       6200.0       1.1690       1.7645       338.00      0.50000       42.549       813.10       65.534      0.51597    
 23  0.13429       29.634       27.000       6400.0       1.1690       1.7645       338.00      0.50000       47.165       883.50       70.374      0.50576    
 24  0.13022       29.634       27.000       6600.0       1.1690       1.7645       338.00      0.50000       52.153       957.42       75.459      0.49566    
 25  0.12639       29.634       27.000       6800.0       1.1690       1.7645       338.00      0.50000       57.556       1034.9       80.826      0.48550    
 26  0.12278       29.634       27.000       7000.0       1.1690       1.7645       338.00      0.50000       63.430       1116.1       86.530      0.47509    
