Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.15915E-01   26.920       1.0000       2000.0       1.1690       1.7645       338.00      0.50000      0.57933       65.586       2.7661      0.11321    
  2  0.14469E-01   26.920       1.0000       2200.0       1.1690       1.7645       338.00      0.50000      0.76990       79.944       3.3418      0.10384    
  3  0.13263E-01   26.920       1.0000       2400.0       1.1690       1.7645       338.00      0.50000      0.99845       95.744       3.9727      0.95892E-01
  4  0.12243E-01   26.920       1.0000       2600.0       1.1690       1.7645       338.00      0.50000       1.2685       112.99       4.6591      0.89074E-01
  5  0.11368E-01   26.920       1.0000       2800.0       1.1690       1.7645       338.00      0.50000       1.5838       131.70       5.4013      0.83157E-01
  6  0.10610E-01   26.920       1.0000       3000.0       1.1690       1.7645       338.00      0.50000       1.9478       151.87       6.1999      0.77973E-01
  7  0.99472E-02   26.920       1.0000       3200.0       1.1690       1.7645       338.00      0.50000       2.3642       173.52       7.0552      0.73392E-01
  8  0.93621E-02   26.920       1.0000       3400.0       1.1690       1.7645       338.00      0.50000       2.8369       196.64       7.9678      0.69314E-01
  9  0.88419E-02   26.920       1.0000       3600.0       1.1690       1.7645       338.00      0.50000       3.3696       221.25       8.9381      0.65661E-01
 10  0.83766E-02   26.920       1.0000       3800.0       1.1690       1.7645       338.00      0.50000       3.9662       247.36       9.9668      0.62368E-01
 11  0.79577E-02   26.920       1.0000       4000.0       1.1690       1.7645       338.00      0.50000       4.6305       274.98       11.054      0.59385E-01
 12  0.75788E-02   26.920       1.0000       4200.0       1.1690       1.7645       338.00      0.50000       5.3666       304.11       12.202      0.56668E-01
 13  0.72343E-02   26.920       1.0000       4400.0       1.1690       1.7645       338.00      0.50000       6.1784       334.78       13.409      0.54185E-01
 14  0.69198E-02   26.920       1.0000       4600.0       1.1690       1.7645       338.00      0.50000       7.0701       366.97       14.677      0.51905E-01
 15  0.66315E-02   26.920       1.0000       4800.0       1.1690       1.7645       338.00      0.50000       8.0458       400.72       16.007      0.49804E-01
 16  0.63662E-02   26.920       1.0000       5000.0       1.1690       1.7645       338.00      0.50000       9.1097       436.01       17.398      0.47862E-01
 17  0.61213E-02   26.920       1.0000       5200.0       1.1690       1.7645       338.00      0.50000       10.266       472.87       18.853      0.46061E-01
 18  0.58946E-02   26.920       1.0000       5400.0       1.1690       1.7645       338.00      0.50000       11.519       511.30       20.370      0.44387E-01
 19  0.56841E-02   26.920       1.0000       5600.0       1.1690       1.7645       338.00      0.50000       12.873       551.30       21.952      0.42826E-01
 20  0.54881E-02   26.920       1.0000       5800.0       1.1690       1.7645       338.00      0.50000       14.334       592.88       23.599      0.41362E-01
 21  0.53052E-02   26.920       1.0000       6000.0       1.1690       1.7645       338.00      0.50000       15.908       636.03       25.319      0.39981E-01
 22  0.51340E-02   26.920       1.0000       6200.0       1.1690       1.7645       338.00      0.50000       17.607       680.74       27.119      0.38662E-01
 23  0.49736E-02   26.920       1.0000       6400.0       1.1690       1.7645       338.00      0.50000       19.443       727.00       29.011      0.37391E-01
 24  0.48229E-02   26.920       1.0000       6600.0       1.1690       1.7645       338.00      0.50000       21.432       774.77       31.009      0.36150E-01
 25  0.46810E-02   26.920       1.0000       6800.0       1.1690       1.7645       338.00      0.50000       23.594       824.03       33.133      0.34925E-01
 26  0.45473E-02   26.920       1.0000       7000.0       1.1690       1.7645       338.00      0.50000       25.952       874.72       35.404      0.33705E-01
 27  0.44210E-02   26.920       1.0000       7200.0       1.1690       1.7645       338.00      0.50000       28.535       926.81       37.846      0.32479E-01
 28  0.43015E-02   26.920       1.0000       7400.0       1.1690       1.7645       338.00      0.50000       31.375       980.22       40.488      0.31242E-01
 29  0.41883E-02   26.920       1.0000       7600.0       1.1690       1.7645       338.00      0.50000       34.509       1034.9       43.360      0.29989E-01
 30  0.40809E-02   26.920       1.0000       7800.0       1.1690       1.7645       338.00      0.50000       37.983       1090.8       46.501      0.28718E-01
 31  0.39789E-02   26.920       1.0000       8000.0       1.1690       1.7645       338.00      0.50000       41.846       1147.8       49.950      0.27430E-01
 32  0.38818E-02   26.920       1.0000       8200.0       1.1690       1.7645       338.00      0.50000       46.054       1205.2       53.633      0.26169E-01
 33  0.37894E-02   26.920       1.0000       8400.0       1.1690       1.7645       338.00      0.50000       50.352       1260.8       57.242      0.25040E-01
 34  0.37013E-02   26.920       1.0000       8600.0       1.1690       1.7645       338.00      0.50000       54.731       1314.5       60.773      0.24017E-01
 35  0.36172E-02   26.920       1.0000       8800.0       1.1690       1.7645       338.00      0.50000       59.217       1366.1       64.259      0.23069E-01
 36  0.35368E-02   26.920       1.0000       9000.0       1.1690       1.7645       338.00      0.50000       63.805       1415.4       67.699      0.22183E-01
 37  0.34599E-02   26.920       1.0000       9200.0       1.1690       1.7645       338.00      0.50000       68.517       1462.2       71.118      0.21341E-01
 38  0.33863E-02   26.920       1.0000       9400.0       1.1690       1.7645       338.00      0.50000       73.402       1506.8       74.568      0.20528E-01
 39  0.33157E-02   26.920       1.0000       9600.0       1.1690       1.7645       338.00      0.50000       78.538       1549.2       78.123      0.19725E-01
 40  0.32481E-02   26.920       1.0000       9800.0       1.1690       1.7645       338.00      0.50000       83.750       1588.2       81.607      0.18963E-01
 41  0.31831E-02   26.920       1.0000       10000.       1.1690       1.7645       338.00      0.50000       89.309       1625.1       85.284      0.18196E-01
